poll_info,year,state,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,days_to_election,poll_key,candidate,pct,party_group
2016-oregon-president-trump-vs-clinton,2016,oregon,24481,DHM Research/Oregon Public Broadcasting/Fox 12,2016-05-06,2016-05-09,Likely Voters,901,Live Phone,Nonpartisan,None,183,2016_24481_oregon,Other,11,Other
2016-oregon-president-trump-vs-clinton,2016,oregon,24481,DHM Research/Oregon Public Broadcasting/Fox 12,2016-05-06,2016-05-09,Likely Voters,901,Live Phone,Nonpartisan,None,183,2016_24481_oregon,Undecided,15,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1271,Internet,Nonpartisan,None,1,2016_26807_oklahoma,Trump,57,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1271,Internet,Nonpartisan,None,1,2016_26807_oklahoma,Clinton,32,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1271,Internet,Nonpartisan,None,1,2016_26807_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1271,Internet,Nonpartisan,None,1,2016_26807_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1271,Internet,Nonpartisan,None,1,2016_26807_oklahoma,Other,10,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1271,Internet,Nonpartisan,None,1,2016_26807_oklahoma,Undecided,2,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,323,Internet,Nonpartisan,None,2,2016_26793_oklahoma,Trump,63,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,323,Internet,Nonpartisan,None,2,2016_26793_oklahoma,Clinton,34,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,323,Internet,Nonpartisan,None,2,2016_26793_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,323,Internet,Nonpartisan,None,2,2016_26793_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,323,Internet,Nonpartisan,None,2,2016_26793_oklahoma,Other,4,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,323,Internet,Nonpartisan,None,2,2016_26793_oklahoma,Undecided,NA,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,664,Internet,Nonpartisan,None,2,2016_26806_oklahoma,Trump,61,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,664,Internet,Nonpartisan,None,2,2016_26806_oklahoma,Clinton,30,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,664,Internet,Nonpartisan,None,2,2016_26806_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,664,Internet,Nonpartisan,None,2,2016_26806_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,664,Internet,Nonpartisan,None,2,2016_26806_oklahoma,Other,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,664,Internet,Nonpartisan,None,2,2016_26806_oklahoma,Undecided,9,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,472,Internet,Nonpartisan,None,8,2016_26596_oklahoma,Trump,54,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,472,Internet,Nonpartisan,None,8,2016_26596_oklahoma,Clinton,31,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,472,Internet,Nonpartisan,None,8,2016_26596_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,472,Internet,Nonpartisan,None,8,2016_26596_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,472,Internet,Nonpartisan,None,8,2016_26596_oklahoma,Other,12,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,472,Internet,Nonpartisan,None,8,2016_26596_oklahoma,Undecided,2,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,321,Internet,Nonpartisan,None,10,2016_26592_oklahoma,Trump,63,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,321,Internet,Nonpartisan,None,10,2016_26592_oklahoma,Clinton,33,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,321,Internet,Nonpartisan,None,10,2016_26592_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,321,Internet,Nonpartisan,None,10,2016_26592_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,321,Internet,Nonpartisan,None,10,2016_26592_oklahoma,Other,4,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,321,Internet,Nonpartisan,None,10,2016_26592_oklahoma,Undecided,NA,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,493,Internet,Nonpartisan,None,15,2016_26441_oklahoma,Trump,56,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,493,Internet,Nonpartisan,None,15,2016_26441_oklahoma,Clinton,32,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,493,Internet,Nonpartisan,None,15,2016_26441_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,493,Internet,Nonpartisan,None,15,2016_26441_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,493,Internet,Nonpartisan,None,15,2016_26441_oklahoma,Other,10,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,493,Internet,Nonpartisan,None,15,2016_26441_oklahoma,Undecided,2,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26382,SoonerPoll.com,2016-10-18,2016-10-20,Likely Voters,530,Live Phone/Online,Nonpartisan,None,19,2016_26382_oklahoma,Trump,60,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26382,SoonerPoll.com,2016-10-18,2016-10-20,Likely Voters,530,Live Phone/Online,Nonpartisan,None,19,2016_26382_oklahoma,Clinton,30,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26382,SoonerPoll.com,2016-10-18,2016-10-20,Likely Voters,530,Live Phone/Online,Nonpartisan,None,19,2016_26382_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26382,SoonerPoll.com,2016-10-18,2016-10-20,Likely Voters,530,Live Phone/Online,Nonpartisan,None,19,2016_26382_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26382,SoonerPoll.com,2016-10-18,2016-10-20,Likely Voters,530,Live Phone/Online,Nonpartisan,None,19,2016_26382_oklahoma,Other,5,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26382,SoonerPoll.com,2016-10-18,2016-10-20,Likely Voters,530,Live Phone/Online,Nonpartisan,None,19,2016_26382_oklahoma,Undecided,6,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,647,Internet,Nonpartisan,None,26,2016_26344_oklahoma,Trump,51,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,647,Internet,Nonpartisan,None,26,2016_26344_oklahoma,Clinton,36,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,647,Internet,Nonpartisan,None,26,2016_26344_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,647,Internet,Nonpartisan,None,26,2016_26344_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,647,Internet,Nonpartisan,None,26,2016_26344_oklahoma,Other,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,647,Internet,Nonpartisan,None,26,2016_26344_oklahoma,Undecided,13,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26127,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,638,Internet,Nonpartisan,None,33,2016_26127_oklahoma,Trump,53,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26127,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,638,Internet,Nonpartisan,None,33,2016_26127_oklahoma,Clinton,33,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26127,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,638,Internet,Nonpartisan,None,33,2016_26127_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26127,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,638,Internet,Nonpartisan,None,33,2016_26127_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26127,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,638,Internet,Nonpartisan,None,33,2016_26127_oklahoma,Other,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,26127,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,638,Internet,Nonpartisan,None,33,2016_26127_oklahoma,Undecided,14,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25520,SoonerPoll.com,2016-09-13,2016-09-15,Likely Voters,515,Live Phone/Online,Nonpartisan,None,54,2016_25520_oklahoma,Trump,51,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25520,SoonerPoll.com,2016-09-13,2016-09-15,Likely Voters,515,Live Phone/Online,Nonpartisan,None,54,2016_25520_oklahoma,Clinton,36,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25520,SoonerPoll.com,2016-09-13,2016-09-15,Likely Voters,515,Live Phone/Online,Nonpartisan,None,54,2016_25520_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25520,SoonerPoll.com,2016-09-13,2016-09-15,Likely Voters,515,Live Phone/Online,Nonpartisan,None,54,2016_25520_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25520,SoonerPoll.com,2016-09-13,2016-09-15,Likely Voters,515,Live Phone/Online,Nonpartisan,None,54,2016_25520_oklahoma,Other,6,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25520,SoonerPoll.com,2016-09-13,2016-09-15,Likely Voters,515,Live Phone/Online,Nonpartisan,None,54,2016_25520_oklahoma,Undecided,8,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25566,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,498,Internet,Nonpartisan,None,54,2016_25566_oklahoma,Trump,53,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25566,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,498,Internet,Nonpartisan,None,54,2016_25566_oklahoma,Clinton,32,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25566,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,498,Internet,Nonpartisan,None,54,2016_25566_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25566,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,498,Internet,Nonpartisan,None,54,2016_25566_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25566,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,498,Internet,Nonpartisan,None,54,2016_25566_oklahoma,Other,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25566,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,498,Internet,Nonpartisan,None,54,2016_25566_oklahoma,Undecided,15,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25385,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1041,Internet,Nonpartisan,None,68,2016_25385_oklahoma,Trump,57,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25385,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1041,Internet,Nonpartisan,None,68,2016_25385_oklahoma,Clinton,33,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25385,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1041,Internet,Nonpartisan,None,68,2016_25385_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25385,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1041,Internet,Nonpartisan,None,68,2016_25385_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25385,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1041,Internet,Nonpartisan,None,68,2016_25385_oklahoma,Other,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25385,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1041,Internet,Nonpartisan,None,68,2016_25385_oklahoma,Undecided,10,Undecided
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25038,SoonerPoll.com,2016-07-20,2016-07-25,Likely Voters,398,Live Phone,Nonpartisan,None,106,2016_25038_oklahoma,Trump,53,Republican
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25038,SoonerPoll.com,2016-07-20,2016-07-25,Likely Voters,398,Live Phone,Nonpartisan,None,106,2016_25038_oklahoma,Clinton,29,Democrat
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25038,SoonerPoll.com,2016-07-20,2016-07-25,Likely Voters,398,Live Phone,Nonpartisan,None,106,2016_25038_oklahoma,Johnson,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25038,SoonerPoll.com,2016-07-20,2016-07-25,Likely Voters,398,Live Phone,Nonpartisan,None,106,2016_25038_oklahoma,McMullin,NA,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25038,SoonerPoll.com,2016-07-20,2016-07-25,Likely Voters,398,Live Phone,Nonpartisan,None,106,2016_25038_oklahoma,Other,7,Other
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,25038,SoonerPoll.com,2016-07-20,2016-07-25,Likely Voters,398,Live Phone,Nonpartisan,None,106,2016_25038_oklahoma,Undecided,11,Undecided
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,313,Internet,Nonpartisan,None,1,2016_26807_north-dakota,Trump,57,Republican
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,313,Internet,Nonpartisan,None,1,2016_26807_north-dakota,Clinton,29,Democrat
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,313,Internet,Nonpartisan,None,1,2016_26807_north-dakota,Johnson,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,313,Internet,Nonpartisan,None,1,2016_26807_north-dakota,McMullin,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,313,Internet,Nonpartisan,None,1,2016_26807_north-dakota,Other,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,313,Internet,Nonpartisan,None,1,2016_26807_north-dakota,Undecided,2,Undecided
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,307,Internet,Nonpartisan,None,2,2016_26793_north-dakota,Trump,55,Republican
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,307,Internet,Nonpartisan,None,2,2016_26793_north-dakota,Clinton,39,Democrat
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,307,Internet,Nonpartisan,None,2,2016_26793_north-dakota,Johnson,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,307,Internet,Nonpartisan,None,2,2016_26793_north-dakota,McMullin,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,307,Internet,Nonpartisan,None,2,2016_26793_north-dakota,Other,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,307,Internet,Nonpartisan,None,2,2016_26793_north-dakota,Undecided,NA,Undecided
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,279,Internet,Nonpartisan,None,8,2016_26596_north-dakota,Trump,53,Republican
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,279,Internet,Nonpartisan,None,8,2016_26596_north-dakota,Clinton,31,Democrat
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,279,Internet,Nonpartisan,None,8,2016_26596_north-dakota,Johnson,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,279,Internet,Nonpartisan,None,8,2016_26596_north-dakota,McMullin,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,279,Internet,Nonpartisan,None,8,2016_26596_north-dakota,Other,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,279,Internet,Nonpartisan,None,8,2016_26596_north-dakota,Undecided,2,Undecided
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,306,Internet,Nonpartisan,None,10,2016_26592_north-dakota,Trump,57,Republican
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,306,Internet,Nonpartisan,None,10,2016_26592_north-dakota,Clinton,37,Democrat
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,306,Internet,Nonpartisan,None,10,2016_26592_north-dakota,Johnson,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,306,Internet,Nonpartisan,None,10,2016_26592_north-dakota,McMullin,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,306,Internet,Nonpartisan,None,10,2016_26592_north-dakota,Other,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,306,Internet,Nonpartisan,None,10,2016_26592_north-dakota,Undecided,NA,Undecided
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,339,Internet,Nonpartisan,None,15,2016_26441_north-dakota,Trump,49,Republican
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,339,Internet,Nonpartisan,None,15,2016_26441_north-dakota,Clinton,31,Democrat
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,339,Internet,Nonpartisan,None,15,2016_26441_north-dakota,Johnson,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,339,Internet,Nonpartisan,None,15,2016_26441_north-dakota,McMullin,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,339,Internet,Nonpartisan,None,15,2016_26441_north-dakota,Other,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,339,Internet,Nonpartisan,None,15,2016_26441_north-dakota,Undecided,5,Undecided
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25590,DFM Research (D),2016-09-12,2016-09-17,Likely Voters,400,Live Phone,Pollster,Dem,52,2016_25590_north-dakota,Trump,43,Republican
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25590,DFM Research (D),2016-09-12,2016-09-17,Likely Voters,400,Live Phone,Pollster,Dem,52,2016_25590_north-dakota,Clinton,32,Democrat
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25590,DFM Research (D),2016-09-12,2016-09-17,Likely Voters,400,Live Phone,Pollster,Dem,52,2016_25590_north-dakota,Johnson,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25590,DFM Research (D),2016-09-12,2016-09-17,Likely Voters,400,Live Phone,Pollster,Dem,52,2016_25590_north-dakota,McMullin,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25590,DFM Research (D),2016-09-12,2016-09-17,Likely Voters,400,Live Phone,Pollster,Dem,52,2016_25590_north-dakota,Other,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25590,DFM Research (D),2016-09-12,2016-09-17,Likely Voters,400,Live Phone,Pollster,Dem,52,2016_25590_north-dakota,Undecided,16,Undecided
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25384,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,549,Internet,Nonpartisan,None,68,2016_25384_north-dakota,Trump,60,Republican
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25384,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,549,Internet,Nonpartisan,None,68,2016_25384_north-dakota,Clinton,32,Democrat
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25384,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,549,Internet,Nonpartisan,None,68,2016_25384_north-dakota,Johnson,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25384,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,549,Internet,Nonpartisan,None,68,2016_25384_north-dakota,McMullin,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25384,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,549,Internet,Nonpartisan,None,68,2016_25384_north-dakota,Other,NA,Other
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,25384,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,549,Internet,Nonpartisan,None,68,2016_25384_north-dakota,Undecided,8,Undecided
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,749,Internet,Nonpartisan,None,1,2016_26807_new-mexico,Trump,38,Republican
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,749,Internet,Nonpartisan,None,1,2016_26807_new-mexico,Clinton,40,Democrat
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,749,Internet,Nonpartisan,None,1,2016_26807_new-mexico,Johnson,16,Other
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,749,Internet,Nonpartisan,None,1,2016_26807_new-mexico,McMullin,NA,Other
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,749,Internet,Nonpartisan,None,1,2016_26807_new-mexico,Other,4,Other
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,749,Internet,Nonpartisan,None,1,2016_26807_new-mexico,Undecided,2,Undecided
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,330,Internet,Nonpartisan,None,2,2016_26793_new-mexico,Trump,38,Republican
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,330,Internet,Nonpartisan,None,2,2016_26793_new-mexico,Clinton,47,Democrat
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,330,Internet,Nonpartisan,None,2,2016_26793_new-mexico,Johnson,NA,Other
