poll_info,year,state,Trump,Clinton,Other,Undecided,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,Johnson,McMullin,days_to_election,poll_key
2016-alaska-president-trump-vs-clinton,2016,alaska,46,42,NA,12,26166,Alaska Survey Research/Alaska Dispatch News,2016-09-28,2016-10-02,Registered Voters,660,Live Phone,Nonpartisan,None,NA,NA,37,2016_26166_alaska
2016-alaska-president-trump-vs-clinton,2016,alaska,39,31,4,16,26093,Moore (R-Murkowski),2016-09-13,2016-09-15,Likely Voters,500,Live Phone,Sponsor,Rep,9,NA,54,2016_26093_alaska
2016-alaska-president-trump-vs-clinton,2016,alaska,47,39,NA,14,25357,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,989,Internet,Nonpartisan,None,NA,NA,68,2016_25357_alaska
2016-alaska-president-trump-vs-clinton,2016,alaska,39,29,4,17,25407,Moore (R-Murkowski),2016-08-27,2016-08-29,Likely Voters,500,Live Phone,Sponsor,Rep,10,NA,71,2016_25407_alaska
2016-alabama-president-trump-vs-clinton,2016,alabama,55,36,NA,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1131,Internet,Nonpartisan,None,NA,NA,1,2016_26807_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,58,37,NA,5,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,341,Internet,Nonpartisan,None,NA,NA,2,2016_26793_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,54,38,NA,8,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,585,Internet,Nonpartisan,None,NA,NA,2,2016_26806_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,55,35,NA,3,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,485,Internet,Nonpartisan,None,NA,NA,8,2016_26596_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,58,37,NA,5,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,349,Internet,Nonpartisan,None,NA,NA,10,2016_26592_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,52,36,NA,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,415,Internet,Nonpartisan,None,NA,NA,15,2016_26441_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,57,38,NA,NA,26288,UPI/CVOTER,2016-10-09,2016-10-16,Likely Voters,327,Internet,Nonpartisan,None,NA,NA,23,2016_26288_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,54,38,NA,8,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,550,Internet,Nonpartisan,None,NA,NA,26,2016_26344_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,57,37,NA,6,26097,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,580,Internet,Nonpartisan,None,NA,NA,33,2016_26097_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,59,36,NA,NA,25898,UPI/CVOTER,2016-09-19,2016-10-02,Likely Voters,545,Internet,Nonpartisan,None,NA,NA,37,2016_25898_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,53,40,NA,7,25537,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,628,Internet,Nonpartisan,None,NA,NA,54,2016_25537_alabama
2016-alabama-president-trump-vs-clinton,2016,alabama,57,36,NA,7,25356,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,958,Internet,Nonpartisan,None,NA,NA,68,2016_25356_alabama
2016-texas-president-trump-vs-clinton,2016,texas,46,43,2,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,3009,Internet,Nonpartisan,None,NA,NA,1,2016_26807_texas
2016-texas-president-trump-vs-clinton,2016,texas,54,40,6,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,472,Internet,Nonpartisan,None,NA,NA,2,2016_26793_texas
2016-texas-president-trump-vs-clinton,2016,texas,49,39,NA,12,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,1213,Internet,Nonpartisan,None,NA,NA,2,2016_26806_texas
2016-texas-president-trump-vs-clinton,2016,texas,49,41,8,2,26684,NBC/WSJ/Marist,2016-10-30,2016-11-01,Likely Voters,679,Live Phone,Nonpartisan,None,NA,NA,7,2016_26684_texas
2016-texas-president-trump-vs-clinton,2016,texas,47,41,5,NA,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,2051,Internet,Nonpartisan,None,NA,NA,8,2016_26596_texas
2016-texas-president-trump-vs-clinton,2016,texas,52,39,2,4,26652,Dixie Strategies (R)/KTVT-CBS 11,2016-10-27,2016-10-29,Likely Voters,980,IVR/Live Phone,Pollster,Rep,NA,NA,10,2016_26652_texas
2016-texas-president-trump-vs-clinton,2016,texas,55,41,5,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,429,Internet,Nonpartisan,None,NA,NA,10,2016_26592_texas
2016-texas-president-trump-vs-clinton,2016,texas,45,38,NA,10,26524,Pulse/Crosswind,2016-10-22,2016-10-24,Likely Voters,800,IVR/Online,Nonpartisan,None,NA,NA,15,2016_26524_texas
2016-texas-president-trump-vs-clinton,2016,texas,47,40,6,NA,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,2148,Internet,Nonpartisan,None,NA,NA,15,2016_26441_texas
2016-texas-president-trump-vs-clinton,2016,texas,45,42,7,NA,26496,YouGov/University of Texas/Texas Tribune,2016-10-14,2016-10-23,Likely Voters,959,Internet,Nonpartisan,None,NA,NA,16,2016_26496_texas
2016-texas-president-trump-vs-clinton,2016,texas,46,43,3,3,26381,CBS/YouGov,2016-10-20,2016-10-21,Likely Voters,1031,Internet,Nonpartisan,None,NA,NA,18,2016_26381_texas
2016-texas-president-trump-vs-clinton,2016,texas,48,46,NA,5,26250,WashPost/SurveyMonkey,2016-10-08,2016-10-16,Likely Voters,1332,Internet,Nonpartisan,None,NA,NA,23,2016_26250_texas
2016-texas-president-trump-vs-clinton,2016,texas,41,38,4,13,26255,University of Houston,2016-10-07,2016-10-15,Likely Voters,1000,Live Phone,Nonpartisan,None,NA,NA,24,2016_26255_texas
2016-texas-president-trump-vs-clinton,2016,texas,57,32,NA,11,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,831,Internet,Nonpartisan,None,NA,NA,26,2016_26344_texas
2016-texas-president-trump-vs-clinton,2016,texas,47,43,1,5,26172,SurveyUSA/TEGNA,2016-10-10,2016-10-12,Likely Voters,638,IVR/Online,Sponsor,Other,NA,NA,27,2016_26172_texas
2016-texas-president-trump-vs-clinton,2016,texas,50,34,NA,16,26132,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,1111,Internet,Nonpartisan,None,NA,NA,33,2016_26132_texas
2016-texas-president-trump-vs-clinton,2016,texas,45,38,3,10,26653,Dixie Strategies (R)/KTVT-CBS 11,2016-09-29,2016-10-01,Likely Voters,780,IVR/Live Phone,Pollster,Rep,NA,NA,38,2016_26653_texas
2016-texas-president-trump-vs-clinton,2016,texas,51,29,NA,20,25571,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,869,Internet,Nonpartisan,None,NA,NA,54,2016_25571_texas
2016-texas-president-trump-vs-clinton,2016,texas,42,36,NA,21,25501,Texas Lyceum,2016-09-01,2016-09-11,Likely Voters,502,Live Phone,Nonpartisan,None,NA,NA,58,2016_25501_texas
2016-texas-president-trump-vs-clinton,2016,texas,45,46,NA,9,25352,Washington Post/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,5147,Internet,Nonpartisan,None,NA,NA,68,2016_25352_texas
2016-texas-president-trump-vs-clinton,2016,texas,44,38,2,10,25184,PPP (D),2016-08-12,2016-08-14,Likely Voters,944,IVR/Online,Pollster,Dem,NA,NA,86,2016_25184_texas
2016-texas-president-trump-vs-clinton,2016,texas,46,36,9,9,25185,Dixie Strategies (R)/KTVT-CBS 11,2016-08-08,2016-08-09,Likely Voters,1018,IVR/Live Phone,Pollster,Rep,NA,NA,91,2016_25185_texas
2016-texas-president-trump-vs-clinton,2016,texas,41,33,19,8,24775,YouGov/University of Texas/Texas Tribune,2016-06-10,2016-06-19,Registered Voters,1200,Internet,Nonpartisan,None,NA,NA,142,2016_24775_texas
2016-texas-president-trump-vs-clinton,2016,texas,39,37,NA,25,22837,Texas Lyceum,2015-09-08,2015-09-21,Likely Voters,633,Live Phone,Nonpartisan,None,NA,NA,414,2016_22837_texas
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,47,43,8,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1698,Internet,Nonpartisan,None,NA,NA,1,2016_26807_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,53,42,5,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,338,Internet,Nonpartisan,None,NA,NA,2,2016_26793_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,49,44,NA,7,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,617,Internet,Nonpartisan,None,NA,NA,2,2016_26806_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,45,43,8,3,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,1762,Internet,Nonpartisan,None,NA,NA,8,2016_26596_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,54,42,4,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,325,Internet,Nonpartisan,None,NA,NA,10,2016_26592_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,45,43,9,3,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,1900,Internet,Nonpartisan,None,NA,NA,15,2016_26441_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,49,46,NA,5,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,751,Internet,Nonpartisan,None,NA,NA,26,2016_26344_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,48,47,NA,5,26130,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,528,Internet,Nonpartisan,None,NA,NA,33,2016_26130_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,42,38,9,11,25802,Winthrop University,2016-09-18,2016-09-26,Likely Voters,475,Live Phone,Nonpartisan,None,NA,NA,43,2016_25802_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,51,43,NA,6,25569,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,703,Internet,Nonpartisan,None,NA,NA,54,2016_25569_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,48,35,7,11,25476,Starboard Communications (R- SCGOP),2016-09-07,2016-09-09,Likely Voters,600,Live Phone,Pollster,Rep,NA,NA,60,2016_25476_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,49,42,NA,8,25389,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,894,Internet,Nonpartisan,None,NA,NA,68,2016_25389_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,39,39,6,16,25249,Feldman (D-South Carolina Democratic Party),2016-08-18,2016-08-21,Likely Voters,600,Live Phone,Sponsor,Dem,NA,NA,79,2016_25249_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,46,42,NA,12,25222,Gravis Marketing,2016-08-15,2016-08-17,Registered Voters,768,IVR/Online,Nonpartisan,None,NA,NA,83,2016_25222_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,41,39,7,13,25127,PPP (D),2016-08-09,2016-08-10,Likely Voters,1290,IVR/Online,Pollster,Dem,NA,NA,90,2016_25127_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,44,41,NA,15,23186,Morning Consult/Campaign for Sustainable Rx Pricing,2015-11-10,2015-11-16,Registered Voters,627,Live Phone/Online,Nonpartisan,None,NA,NA,358,2016_23186_south-carolina
2016-south-carolina-president-trump-vs-clinton,2016,south-carolina,47,42,NA,11,23160,PPP (D),2015-11-07,2015-11-08,Likely Voters,1290,IVR/Online,Pollster,Dem,NA,NA,366,2016_23160_south-carolina
2016-maine-president-trump-vs-clinton,2016,maine,38,46,5,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,779,Internet,Nonpartisan,None,NA,NA,1,2016_26807_maine
2016-maine-president-trump-vs-clinton,2016,maine,41,54,5,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,308,Internet,Nonpartisan,None,NA,NA,2,2016_26793_maine
2016-maine-president-trump-vs-clinton,2016,maine,35,42,NA,23,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,304,Internet,Nonpartisan,None,NA,NA,2,2016_26806_maine
2016-maine-president-trump-vs-clinton,2016,maine,37,49,4,4,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,432,Internet,Nonpartisan,None,NA,NA,8,2016_26596_maine
2016-maine-president-trump-vs-clinton,2016,maine,43,54,3,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,312,Internet,Nonpartisan,None,NA,NA,10,2016_26592_maine
2016-maine-president-trump-vs-clinton,2016,maine,40,47,NA,13,26601,MPRC,2016-10-24,2016-10-26,Likely Voters,812,IVR/Online,Nonpartisan,None,NA,NA,13,2016_26601_maine
2016-maine-president-trump-vs-clinton,2016,maine,37,48,6,3,26553,UNH/Portland Press Herald/Maine Sunday Telegram,2016-10-20,2016-10-25,Likely Voters,646,Live Phone,Nonpartisan,None,NA,NA,14,2016_26553_maine
2016-maine-president-trump-vs-clinton,2016,maine,35,51,4,3,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,370,Internet,Nonpartisan,None,NA,NA,15,2016_26441_maine
2016-maine-president-trump-vs-clinton,2016,maine,39,49,NA,12,26350,MPRC,2016-10-14,2016-10-15,Likely Voters,890,IVR/Online,Nonpartisan,None,NA,NA,24,2016_26350_maine
2016-maine-president-trump-vs-clinton,2016,maine,35,48,NA,17,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,281,Internet,Nonpartisan,None,NA,NA,26,2016_26344_maine
2016-maine-president-trump-vs-clinton,2016,maine,40,49,NA,11,26145,MPRC,2016-10-07,2016-10-09,Likely Voters,892,IVR/Online,Nonpartisan,None,NA,NA,30,2016_26145_maine
2016-maine-president-trump-vs-clinton,2016,maine,33,46,NA,21,26112,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,303,Internet,Nonpartisan,None,NA,NA,33,2016_26112_maine
2016-maine-president-trump-vs-clinton,2016,maine,37,42,15,5,25648,UNH/Portland Press Herald/Maine Sunday Telegram,2016-09-15,2016-09-21,Likely Voters,513,Live Phone,Nonpartisan,None,NA,NA,48,2016_25648_maine
2016-maine-president-trump-vs-clinton,2016,maine,40,45,NA,15,25578,MPRC,2016-09-15,2016-09-17,Likely Voters,835,IVR/Online,Nonpartisan,None,NA,NA,52,2016_25578_maine
2016-maine-president-trump-vs-clinton,2016,maine,40,41,NA,19,25552,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,275,Internet,Nonpartisan,None,NA,NA,54,2016_25552_maine
2016-maine-president-trump-vs-clinton,2016,maine,39,42,5,5,25483,SurveyUSA/Boston Globe/Colby College,2016-09-04,2016-09-10,Likely Voters,779,IVR/Online,Nonpartisan,None,NA,NA,59,2016_25483_maine
2016-maine-president-trump-vs-clinton,2016,maine,39,47,NA,14,25370,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,715,Internet,Nonpartisan,None,NA,NA,68,2016_25370_maine
2016-maine-president-trump-vs-clinton,2016,maine,32,42,4,13,25482,MPRC,2016-08-17,2016-08-20,Likely Voters,841,IVR/Online,Nonpartisan,None,NA,NA,80,2016_25482_maine
2016-maine-president-trump-vs-clinton,2016,maine,36,46,17,NA,25132,Gravis Marketing,2016-08-04,2016-08-08,Registered Voters,2046,IVR/Online,Nonpartisan,None,NA,NA,92,2016_25132_maine
2016-maine-president-trump-vs-clinton,2016,maine,35,42,19,4,24771,UNH/Portland Press Herald/Maine Sunday Telegram,2016-06-15,2016-06-21,Likely Voters,469,Live Phone,Nonpartisan,None,NA,NA,140,2016_24771_maine
2016-indiana-president-trump-vs-clinton,2016,indiana,52,35,NA,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1700,Internet,Nonpartisan,None,10,NA,1,2016_26807_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,51,43,6,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,338,Internet,Nonpartisan,None,NA,NA,2,2016_26793_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,54,38,NA,8,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,541,Internet,Nonpartisan,None,NA,NA,2,2016_26806_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,49,39,NA,9,26719,Gravis Marketing,2016-10-30,2016-11-01,Registered Voters,399,Internet,Nonpartisan,None,5,NA,7,2016_26719_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,51,37,NA,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,674,Internet,Nonpartisan,None,10,NA,8,2016_26596_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,50,39,2,5,26574,Monmouth University,2016-10-27,2016-10-30,Likely Voters,402,Live Phone,Nonpartisan,None,4,NA,9,2016_26574_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,54,42,4,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,332,Internet,Nonpartisan,None,NA,NA,10,2016_26592_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,49,38,NA,8,26433,Gravis Marketing,2016-10-22,2016-10-24,Registered Voters,596,Internet,Nonpartisan,None,5,NA,15,2016_26433_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,48,35,1,3,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,688,Internet,Nonpartisan,None,13,NA,15,2016_26441_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,43,37,1,11,26363,WISH-TV/Ball State,2016-10-10,2016-10-16,Likely Voters,544,Live Phone,Nonpartisan,None,9,NA,23,2016_26363_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,45,41,1,5,26175,Monmouth University,2016-10-11,2016-10-13,Likely Voters,402,Live Phone,Nonpartisan,None,9,NA,26,2016_26175_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,47,38,NA,15,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,822,Internet,Nonpartisan,None,NA,NA,26,2016_26344_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,43,37,3,7,26225,Lucid/The Times-Picayune,2016-10-07,2016-10-10,Likely Voters,1123,Internet,Nonpartisan,None,10,NA,29,2016_26225_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,50,37,NA,13,26107,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,844,Internet,Nonpartisan,None,NA,NA,33,2016_26107_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,53,33,NA,14,25547,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,709,Internet,Nonpartisan,None,NA,NA,54,2016_25547_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,52,37,NA,11,25365,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,2294,Internet,Nonpartisan,None,NA,NA,68,2016_25365_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,47,36,1,5,25197,Monmouth University,2016-08-13,2016-08-16,Likely Voters,403,Live Phone,Nonpartisan,None,10,NA,84,2016_25197_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,48,41,NA,11,24413,NBC/WSJ/Marist,2016-04-26,2016-04-28,Registered Voters,2149,Live Phone,Nonpartisan,None,NA,NA,194,2016_24413_indiana
2016-indiana-president-trump-vs-clinton,2016,indiana,47,39,NA,14,24601,POS (R)/HPI/WTHR,2016-04-18,2016-04-21,Likely Voters,500,Live Phone,Pollster,Rep,NA,NA,201,2016_24601_indiana
2016-nevada-president-trump-vs-clinton,2016,nevada,43,45,NA,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1207,Internet,Nonpartisan,None,9,NA,1,2016_26807_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,42,42,3,9,26814,Insights West,2016-11-04,2016-11-06,Likely Voters,387,Internet,Nonpartisan,None,4,NA,2,2016_26814_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,46,49,5,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,323,Internet,Nonpartisan,None,NA,NA,2,2016_26793_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,42,45,NA,13,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,571,Internet,Nonpartisan,None,NA,NA,2,2016_26806_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,46,45,2,4,26763,Remington Research Group (R)/Axiom Strategies,2016-11-01,2016-11-02,Likely Voters,1793,IVR/Live Phone,Sponsor,Rep,3,NA,6,2016_26763_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,45,48,NA,7,26703,PPP (D-Center for American Progress Action Fund),2016-10-31,2016-11-01,Likely Voters,688,IVR/Online,Sponsor,Dem,NA,NA,7,2016_26703_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,38,45,2,7,26643,Lucid/The Times-Picayune,2016-10-28,2016-11-01,Likely Voters,892,Internet,Nonpartisan,None,7,NA,7,2016_26643_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,45,45,3,4,26638,JMC Analytics (R)/8 News NOW,2016-10-28,2016-11-01,Likely Voters,600,Live Phone,Pollster,Rep,4,NA,7,2016_26638_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,49,43,2,1,26621,CNN,2016-10-27,2016-11-01,Likely Voters,790,Live Phone,Nonpartisan,None,5,NA,7,2016_26621_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,42,43,NA,3,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,1010,Internet,Nonpartisan,None,12,NA,8,2016_26596_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,48,44,1,3,26562,Remington Research Group (R)/Axiom Strategies,2016-10-30,2016-10-30,Likely Voters,787,IVR/Live Phone,Sponsor,Rep,4,NA,9,2016_26562_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,46,48,6,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,314,Internet,Nonpartisan,None,NA,NA,10,2016_26592_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,45,45,9,1,26487,NBC/WSJ/Marist,2016-10-20,2016-10-24,Likely Voters,707,Live Phone,Nonpartisan,None,NA,NA,15,2016_26487_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,44,44,NA,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,967,Internet,Nonpartisan,None,10,NA,15,2016_26441_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,41,48,1,4,26416,Bendixen & Amandi-Las Vegas Review-Journal,2016-10-20,2016-10-23,Likely Voters,800,Live Phone,Pollster,Dem,6,NA,16,2016_26416_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,47,44,2,3,26422,Remington Research Group (R)/Axiom Strategies,2016-10-20,2016-10-22,Likely Voters,1332,IVR/Live Phone,Sponsor,Rep,4,NA,17,2016_26422_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,42,46,2,4,26418,Rasmussen/KTNV,2016-10-20,2016-10-22,Likely Voters,826,IVR/Online,Nonpartisan,None,5,NA,17,2016_26418_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,40,47,3,3,26251,Monmouth University,2016-10-14,2016-10-17,Likely Voters,413,Live Phone,Nonpartisan,None,7,NA,22,2016_26251_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,46,47,NA,7,26247,WashPost/SurveyMonkey,2016-10-08,2016-10-16,Likely Voters,884,Internet,Nonpartisan,None,NA,NA,23,2016_26247_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,44,46,2,0,26203,CNN,2016-10-10,2016-10-15,Likely Voters,698,Live Phone,Nonpartisan,None,7,NA,24,2016_26203_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,40,46,5,4,26185,CBS/YouGov,2016-10-12,2016-10-14,Likely Voters,996,Internet,Nonpartisan,None,4,NA,25,2016_26185_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,41,43,3,9,26189,JMC Analytics (R)/8 News NOW,2016-10-10,2016-10-13,Likely Voters,600,Live Phone,Pollster,Rep,4,NA,26,2016_26189_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,39,41,NA,20,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,641,Internet,Nonpartisan,None,NA,NA,26,2016_26344_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,43,43,6,8,26159,Clarity (D-End Citizens United),2016-10-10,2016-10-11,Likely Voters,1010,IVR/Live Phone,Sponsor,Dem,NA,NA,28,2016_26159_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,43,47,NA,10,26151,PPP (D-Cortez Masto),2016-10-10,2016-10-11,Likely Voters,986,IVR/Online,Sponsor,Dem,NA,NA,28,2016_26151_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,42,46,NA,12,26120,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,620,Internet,Nonpartisan,None,NA,NA,33,2016_26120_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,41,44,NA,7,25958,Hart (D)/UNLV,2016-09-27,2016-10-02,Registered Voters,700,Live Phone,Pollster,Dem,9,NA,37,2016_25958_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,38,44,5,6,25815,Suffolk,2016-09-27,2016-09-29,Likely Voters,500,Live Phone,Nonpartisan,None,7,NA,40,2016_25815_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,43,40,4,3,25610,Fox News,2016-09-18,2016-09-20,Likely Voters,704,Live Phone,Nonpartisan,None,8,NA,49,2016_25610_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,42,42,3,4,25638,GQR (D-Democracy Corps/WVWV),2016-09-10,2016-09-19,Likely Voters,400,Live Phone,Sponsor,Dem,7,NA,50,2016_25638_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,42,39,3,4,25536,Rasmussen/KTNV,2016-09-16,2016-09-18,Likely Voters,800,IVR/Online,Nonpartisan,None,11,NA,51,2016_25536_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,41,38,NA,21,25580,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,549,Internet,Nonpartisan,None,NA,NA,54,2016_25580_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,42,40,3,10,25628,Insights West,2016-09-12,2016-09-14,Likely Voters,398,Internet,Nonpartisan,None,5,NA,55,2016_25628_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,44,42,1,6,25488,Monmouth University,2016-09-11,2016-09-13,Likely Voters,406,Live Phone,Nonpartisan,None,8,NA,56,2016_25488_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,44,45,7,3,25443,NBC/WSJ/Marist,2016-09-06,2016-09-08,Likely Voters,627,Live Phone,Nonpartisan,None,NA,NA,61,2016_25443_nevada
2016-nevada-president-trump-vs-clinton,2016,nevada,42,45,NA,13,25465,PPP (D)/PNA,2016-09-06,2016-09-07,Likely Voters,815,IVR/Online,Pollster,Dem,NA,NA,62,2016_25465_nevada
