poll_info,year,state,Trump,Clinton,Other,Undecided,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,Johnson,McMullin,days_to_election,poll_key
2016-washington-d-c-president-trump-vs-clinton,2016,washington-dc,7,85,6,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,310,Internet,Nonpartisan,None,NA,NA,1,2016_26807_washington-dc
2016-washington-d-c-president-trump-vs-clinton,2016,washington-dc,6,92,NA,3,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,312,Internet,Nonpartisan,None,NA,NA,2,2016_26793_washington-dc
2016-washington-d-c-president-trump-vs-clinton,2016,washington-dc,4,88,7,1,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,332,Internet,Nonpartisan,None,NA,NA,8,2016_26596_washington-dc
2016-washington-d-c-president-trump-vs-clinton,2016,washington-dc,13,81,NA,6,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,310,Internet,Nonpartisan,None,NA,NA,10,2016_26592_washington-dc
2016-washington-d-c-president-trump-vs-clinton,2016,washington-dc,5,88,5,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,504,Internet,Nonpartisan,None,NA,NA,15,2016_26441_washington-dc
2016-wyoming-president-trump-vs-clinton,2016,wyoming,67,28,NA,5,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,320,Internet,Nonpartisan,None,NA,NA,2,2016_26793_wyoming
2016-wyoming-president-trump-vs-clinton,2016,wyoming,62,22,NA,4,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,251,Internet,Nonpartisan,None,NA,NA,8,2016_26596_wyoming
2016-wyoming-president-trump-vs-clinton,2016,wyoming,65,30,NA,5,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,311,Internet,Nonpartisan,None,NA,NA,10,2016_26592_wyoming
2016-wyoming-president-trump-vs-clinton,2016,wyoming,59,25,NA,5,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,361,Internet,Nonpartisan,None,NA,NA,15,2016_26441_wyoming
2016-wyoming-president-trump-vs-clinton,2016,wyoming,54,19,NA,15,25602,DFM Research (D-Greene),2016-09-06,2016-09-11,Likely Voters,402,Live Phone,Sponsor,Dem,NA,NA,58,2016_25602_wyoming
2016-wyoming-president-trump-vs-clinton,2016,wyoming,65,27,NA,8,25396,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,727,Internet,Nonpartisan,None,NA,NA,68,2016_25396_wyoming
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,56,29,10,5,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,472,Internet,Nonpartisan,None,NA,NA,1,2016_26807_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,56,34,10,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,309,Internet,Nonpartisan,None,NA,NA,2,2016_26793_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,58,34,NA,8,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,422,Internet,Nonpartisan,None,NA,NA,2,2016_26806_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,58,27,12,3,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,321,Internet,Nonpartisan,None,NA,NA,8,2016_26596_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,59,36,5,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,311,Internet,Nonpartisan,None,NA,NA,10,2016_26592_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,61,29,9,1,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,379,Internet,Nonpartisan,None,NA,NA,15,2016_26441_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,54,41,NA,5,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,360,Internet,Nonpartisan,None,NA,NA,26,2016_26344_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,55,36,NA,9,26136,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,371,Internet,Nonpartisan,None,NA,NA,33,2016_26136_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,60,28,NA,12,25975,Garin-Hart-Yang (D-Reynolds),2016-09-13,2016-09-17,Likely Voters,500,Live Phone,Sponsor,Dem,NA,NA,52,2016_25975_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,49,39,NA,12,25575,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,295,Internet,Nonpartisan,None,NA,NA,54,2016_25575_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,57,33,NA,10,25395,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,698,Internet,Nonpartisan,None,NA,NA,68,2016_25395_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,49,31,14,6,25325,R.L. Repass & Partners/MetroNews,2016-08-09,2016-08-28,Likely Voters,435,Mixed,Nonpartisan,None,NA,NA,72,2016_25325_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,57,30,NA,13,24437,PPP (D),2016-04-29,2016-05-01,Likely Voters,1201,IVR/Online,Pollster,Dem,NA,NA,191,2016_24437_west-virginia
2016-west-virginia-president-trump-vs-clinton,2016,west-virginia,53,30,NA,17,22627,Orion,2015-08-24,2015-08-25,Likely Voters,406,Live Phone,Nonpartisan,None,NA,NA,441,2016_22627_west-virginia
2016-nebraska-president-trump-vs-clinton,2016,nebraska,52,35,NA,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,988,Internet,Nonpartisan,None,NA,NA,1,2016_26807_nebraska
2016-nebraska-president-trump-vs-clinton,2016,nebraska,56,38,NA,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,340,Internet,Nonpartisan,None,NA,NA,2,2016_26793_nebraska
2016-nebraska-president-trump-vs-clinton,2016,nebraska,53,32,NA,15,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,350,Internet,Nonpartisan,None,NA,NA,2,2016_26806_nebraska
2016-nebraska-president-trump-vs-clinton,2016,nebraska,52,32,NA,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,412,Internet,Nonpartisan,None,NA,NA,8,2016_26596_nebraska
2016-nebraska-president-trump-vs-clinton,2016,nebraska,58,38,NA,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,334,Internet,Nonpartisan,None,NA,NA,10,2016_26592_nebraska
2016-nebraska-president-trump-vs-clinton,2016,nebraska,52,33,NA,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,461,Internet,Nonpartisan,None,NA,NA,15,2016_26441_nebraska
2016-nebraska-president-trump-vs-clinton,2016,nebraska,49,33,NA,18,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,386,Internet,Nonpartisan,None,NA,NA,26,2016_26344_nebraska
2016-nebraska-president-trump-vs-clinton,2016,nebraska,48,32,NA,20,26119,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,356,Internet,Nonpartisan,None,NA,NA,33,2016_26119_nebraska
2016-nebraska-president-trump-vs-clinton,2016,nebraska,51,32,NA,17,25559,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,267,Internet,Nonpartisan,None,NA,NA,54,2016_25559_nebraska
2016-nebraska-president-trump-vs-clinton,2016,nebraska,49,38,NA,13,25377,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,983,Internet,Nonpartisan,None,NA,NA,68,2016_25377_nebraska
2016-montana-president-trump-vs-clinton,2016,montana,52,30,NA,4,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,449,Internet,Nonpartisan,None,NA,NA,1,2016_26807_montana
2016-montana-president-trump-vs-clinton,2016,montana,54,41,NA,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,339,Internet,Nonpartisan,None,NA,NA,2,2016_26793_montana
2016-montana-president-trump-vs-clinton,2016,montana,49,36,NA,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,405,Internet,Nonpartisan,None,NA,NA,8,2016_26596_montana
2016-montana-president-trump-vs-clinton,2016,montana,55,41,NA,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,340,Internet,Nonpartisan,None,NA,NA,10,2016_26592_montana
2016-montana-president-trump-vs-clinton,2016,montana,52,35,NA,4,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,475,Internet,Nonpartisan,None,NA,NA,15,2016_26441_montana
2016-montana-president-trump-vs-clinton,2016,montana,43,27,NA,20,26444,MSU-Billings,2016-10-03,2016-10-10,Adults,590,Live Phone,Nonpartisan,None,NA,NA,29,2016_26444_montana
2016-montana-president-trump-vs-clinton,2016,montana,51,38,NA,12,25376,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,999,Internet,Nonpartisan,None,NA,NA,68,2016_25376_montana
2016-washington-president-trump-vs-clinton,2016,washington,33,51,13,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1451,Internet,Nonpartisan,None,NA,NA,1,2016_26807_washington
2016-washington-president-trump-vs-clinton,2016,washington,36,51,6,7,26816,Insights West,2016-11-04,2016-11-06,Likely Voters,402,Internet,Nonpartisan,None,NA,NA,2,2016_26816_washington
2016-washington-president-trump-vs-clinton,2016,washington,39,56,6,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,328,Internet,Nonpartisan,None,NA,NA,2,2016_26793_washington
2016-washington-president-trump-vs-clinton,2016,washington,38,47,NA,15,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,863,Internet,Nonpartisan,None,NA,NA,2,2016_26806_washington
2016-washington-president-trump-vs-clinton,2016,washington,38,50,9,4,26738,SurveyUSA,2016-10-31,2016-11-02,Likely Voters,681,IVR/Online,Nonpartisan,None,NA,NA,6,2016_26738_washington
2016-washington-president-trump-vs-clinton,2016,washington,34,53,11,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,745,Internet,Nonpartisan,None,NA,NA,8,2016_26596_washington
2016-washington-president-trump-vs-clinton,2016,washington,43,53,4,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,327,Internet,Nonpartisan,None,NA,NA,10,2016_26592_washington
2016-washington-president-trump-vs-clinton,2016,washington,34,51,12,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,687,Internet,Nonpartisan,None,NA,NA,15,2016_26441_washington
2016-washington-president-trump-vs-clinton,2016,washington,39,53,NA,22,26512,KCTS 9/Crosscut/Washington,2016-10-06,2016-10-13,Likely Voters,750,Internet,Nonpartisan,None,NA,NA,26,2016_26512_washington
2016-washington-president-trump-vs-clinton,2016,washington,37,47,NA,16,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,905,Internet,Nonpartisan,None,NA,NA,26,2016_26344_washington
2016-washington-president-trump-vs-clinton,2016,washington,33,51,NA,16,26135,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,504,Internet,Nonpartisan,None,NA,NA,33,2016_26135_washington
2016-washington-president-trump-vs-clinton,2016,washington,33,50,10,7,25991,Strategies 360 (D- KOMO News),2016-09-29,2016-10-03,Likely Voters,500,Live Phone,Sponsor,Dem,NA,NA,36,2016_25991_washington
2016-washington-president-trump-vs-clinton,2016,washington,37,47,NA,16,25574,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,733,Internet,Nonpartisan,None,NA,NA,54,2016_25574_washington
2016-washington-president-trump-vs-clinton,2016,washington,28,38,20,14,25627,Insights West,2016-09-12,2016-09-14,Likely Voters,505,Internet,Nonpartisan,None,NA,NA,55,2016_25627_washington
2016-washington-president-trump-vs-clinton,2016,washington,37,53,NA,10,25394,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,722,Internet,Nonpartisan,None,NA,NA,68,2016_25394_washington
2016-washington-president-trump-vs-clinton,2016,washington,24,43,11,22,25176,Elway,2016-08-09,2016-08-13,Registered Voters,500,Live Phone,Nonpartisan,None,NA,NA,87,2016_25176_washington
2016-washington-president-trump-vs-clinton,2016,washington,37,49,NA,13,24698,PPP (D-Northwest Progressive Institute),2016-06-14,2016-06-15,Likely Voters,679,Automated Phone,Nonpartisan,None,NA,NA,146,2016_24698_washington
2016-mississippi-president-trump-vs-clinton,2016,mississippi,50,42,NA,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,719,Internet,Nonpartisan,None,NA,NA,1,2016_26807_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,54,42,NA,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,330,Internet,Nonpartisan,None,NA,NA,2,2016_26793_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,53,36,NA,11,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,388,Internet,Nonpartisan,None,NA,NA,2,2016_26806_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,48,41,NA,3,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,648,Internet,Nonpartisan,None,NA,NA,8,2016_26596_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,55,42,NA,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,313,Internet,Nonpartisan,None,NA,NA,10,2016_26592_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,50,42,NA,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,704,Internet,Nonpartisan,None,NA,NA,15,2016_26441_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,49,41,NA,10,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,404,Internet,Nonpartisan,None,NA,NA,26,2016_26344_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,51,40,NA,9,26117,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,405,Internet,Nonpartisan,None,NA,NA,33,2016_26117_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,51,37,NA,12,25557,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,348,Internet,Nonpartisan,None,NA,NA,54,2016_25557_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,48,46,NA,6,25374,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,823,Internet,Nonpartisan,None,NA,NA,68,2016_25374_mississippi
2016-mississippi-president-trump-vs-clinton,2016,mississippi,46,43,NA,11,24213,Mason-Dixon,2016-03-28,2016-03-30,Registered Voters,625,Live Phone,Nonpartisan,None,NA,NA,223,2016_24213_mississippi
2016-vermont-president-trump-vs-clinton,2016,vermont,25,61,12,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,454,Internet,Nonpartisan,None,NA,NA,1,2016_26807_vermont
2016-vermont-president-trump-vs-clinton,2016,vermont,33,62,NA,5,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,305,Internet,Nonpartisan,None,NA,NA,2,2016_26793_vermont
2016-vermont-president-trump-vs-clinton,2016,vermont,25,53,18,4,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,436,Internet,Nonpartisan,None,NA,NA,8,2016_26596_vermont
2016-vermont-president-trump-vs-clinton,2016,vermont,34,63,NA,4,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,304,Internet,Nonpartisan,None,NA,NA,10,2016_26592_vermont
2016-vermont-president-trump-vs-clinton,2016,vermont,23,54,20,3,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,446,Internet,Nonpartisan,None,NA,NA,15,2016_26441_vermont
2016-vermont-president-trump-vs-clinton,2016,vermont,17,45,24,14,26269,Castleton University/VPR,2016-09-29,2016-10-14,Likely Voters,579,Live Phone,Nonpartisan,None,NA,NA,25,2016_26269_vermont
2016-vermont-president-trump-vs-clinton,2016,vermont,28,56,NA,16,25393,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,550,Internet,Nonpartisan,None,NA,NA,68,2016_25393_vermont
2016-vermont-president-trump-vs-clinton,2016,vermont,17,39,31,13,24982,Castleton University/VPR,2016-07-11,2016-07-23,Likely Voters,637,Live Phone,Nonpartisan,None,NA,NA,108,2016_24982_vermont
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,30,56,4,4,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1378,Internet,Nonpartisan,None,6,NA,1,2016_26807_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,37,59,4,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,330,Internet,Nonpartisan,None,NA,NA,2,2016_26793_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,36,53,NA,11,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,512,Internet,Nonpartisan,None,NA,NA,2,2016_26806_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,26,56,3,7,26699,WNEU,2016-10-23,2016-11-02,Likely Voters,417,Live Phone,Nonpartisan,None,8,NA,6,2016_26699_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,29,58,4,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,796,Internet,Nonpartisan,None,7,NA,8,2016_26596_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,39,58,3,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,325,Internet,Nonpartisan,None,NA,NA,10,2016_26592_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,25,57,3,12,26505,Suffolk/Boston Globe,2016-10-24,2016-10-26,Likely Voters,500,Live Phone,Nonpartisan,None,4,NA,13,2016_26505_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,28,61,3,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,675,Internet,Nonpartisan,None,6,NA,15,2016_26441_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,28,54,5,6,26223,MassINC/WBUR,2016-10-13,2016-10-16,Likely Voters,502,Live Phone,Nonpartisan,None,7,NA,23,2016_26223_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,30,49,NA,21,26114,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,904,Internet,Nonpartisan,None,NA,NA,33,2016_26114_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,26,58,4,5,25988,WNEU,2016-09-24,2016-10-03,Likely Voters,403,Live Phone,Nonpartisan,None,7,NA,36,2016_25988_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,34,47,6,5,25722,UMass Amherst/WBZ-TV/YouGov,2016-09-15,2016-09-20,Likely Voters,700,Internet,Nonpartisan,None,9,NA,49,2016_25722_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,31,53,NA,16,25554,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,691,Internet,Nonpartisan,None,NA,NA,54,2016_25554_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,28,54,7,3,25478,MassINC/WBUR,2016-09-07,2016-09-10,Likely Voters,506,Live Phone,Nonpartisan,None,9,NA,59,2016_25478_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,33,56,NA,12,25372,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1167,Internet,Nonpartisan,None,NA,NA,68,2016_25372_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,31,55,NA,14,24461,Suffolk/Boston Globe,2016-05-02,2016-05-05,Likely Voters,500,Live Phone,Nonpartisan,None,NA,NA,187,2016_24461_massachusetts
2016-massachusetts-president-trump-vs-clinton,2016,massachusetts,26,62,NA,12,24252,WNEU,2016-04-01,2016-04-10,Registered Voters,497,Live Phone,Nonpartisan,None,NA,NA,212,2016_24252_massachusetts
2016-tennessee-president-trump-vs-clinton,2016,tennessee,49,41,8,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1433,Internet,Nonpartisan,None,NA,NA,1,2016_26807_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,55,39,6,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,339,Internet,Nonpartisan,None,NA,NA,2,2016_26793_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,50,36,NA,14,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,823,Internet,Nonpartisan,None,NA,NA,2,2016_26806_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,51,38,8,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,550,Internet,Nonpartisan,None,NA,NA,8,2016_26596_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,57,38,5,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,339,Internet,Nonpartisan,None,NA,NA,10,2016_26592_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,49,38,9,4,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,572,Internet,Nonpartisan,None,NA,NA,15,2016_26441_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,44,34,14,8,26285,ICITIZEN,2016-10-14,2016-10-17,Registered Voters,508,Internet,Nonpartisan,None,NA,NA,22,2016_26285_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,47,35,NA,18,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,799,Internet,Nonpartisan,None,NA,NA,26,2016_26344_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,49,34,NA,17,26131,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,800,Internet,Nonpartisan,None,NA,NA,33,2016_26131_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,48,36,7,10,25977,MTSU,2016-09-28,2016-10-02,Likely Voters,472,Live Phone,Nonpartisan,None,NA,NA,37,2016_25977_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,44,33,9,14,25987,Vanderbit/PSRA,2016-09-19,2016-10-02,Registered Voters,1000,Live Phone,Nonpartisan,None,NA,NA,37,2016_25987_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,50,26,NA,24,25570,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,578,Internet,Nonpartisan,None,NA,NA,54,2016_25570_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,55,37,NA,8,25391,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1021,Internet,Nonpartisan,None,NA,NA,68,2016_25391_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,49,33,NA,18,25047,ICITIZEN,2016-07-25,2016-07-27,Registered Voters,531,Internet,Nonpartisan,None,NA,NA,104,2016_25047_tennessee
2016-tennessee-president-trump-vs-clinton,2016,tennessee,44,35,2,18,24520,Vanderbit/PSRA,2016-04-25,2016-05-11,Registered Voters,1001,Live Phone,Nonpartisan,None,NA,NA,181,2016_24520_tennessee
2016-louisiana-president-trump-vs-clinton,2016,louisiana,52,38,6,4,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,982,Internet,Nonpartisan,None,NA,NA,1,2016_26807_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,55,40,5,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,329,Internet,Nonpartisan,None,NA,NA,2,2016_26793_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,52,36,NA,12,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,633,Internet,Nonpartisan,None,NA,NA,2,2016_26806_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,51,38,7,4,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,423,Internet,Nonpartisan,None,NA,NA,8,2016_26596_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,56,40,4,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,316,Internet,Nonpartisan,None,NA,NA,10,2016_26592_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,53,38,7,1,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,388,Internet,Nonpartisan,None,NA,NA,15,2016_26441_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,50,35,7,8,26486,Southern Media/Opinion Research,2016-10-19,2016-10-21,Likely Voters,500,Live Phone,Nonpartisan,None,NA,NA,18,2016_26486_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,43,40,10,7,26616,Lucid/The Times-Picayune,2016-10-15,2016-10-21,Likely Voters,614,Internet,Nonpartisan,None,NA,NA,18,2016_26616_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,49,35,10,6,26522,University of New Orleans,2016-10-15,2016-10-21,Likely Voters,603,Live Phone,Nonpartisan,None,NA,NA,18,2016_26522_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,54,34,3,9,26371,Mason-Dixon/FOX 8/Raycom,2016-10-17,2016-10-19,Likely Voters,625,Live Phone,Nonpartisan,None,NA,NA,20,2016_26371_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,45,38,5,12,26208,JMC Analytics (R-Fleming),2016-10-11,2016-10-15,Likely Voters,800,IVR/Live Phone,Sponsor,Rep,NA,NA,24,2016_26208_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,49,36,NA,15,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,644,Internet,Nonpartisan,None,NA,NA,26,2016_26344_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,51,36,NA,13,26111,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,631,Internet,Nonpartisan,None,NA,NA,33,2016_26111_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,45,35,8,13,25682,JMC Analytics (R),2016-09-22,2016-09-24,Likely Voters,905,IVR/Live Phone,Pollster,Rep,NA,NA,45,2016_25682_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,49,33,8,11,25605,Southern Media/Opinion Research,2016-09-15,2016-09-17,Likely Voters,500,Live Phone,Nonpartisan,None,NA,NA,52,2016_25605_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,54,34,NA,12,25551,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,511,Internet,Nonpartisan,None,NA,NA,54,2016_25551_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,46,40,8,6,25438,Anzalone (D-Democrats For Education Reform),2016-08-29,2016-09-01,Likely Voters,605,Live Phone,Sponsor,Dem,NA,NA,68,2016_25438_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,53,38,NA,8,25369,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,871,Internet,Nonpartisan,None,NA,NA,68,2016_25369_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,52,36,4,8,24470,JMC Analytics (R),2016-05-05,2016-05-06,Likely Voters,624,Automated Phone,Pollster,Rep,NA,NA,186,2016_24470_louisiana
2016-louisiana-president-trump-vs-clinton,2016,louisiana,47,39,NA,NA,22846,Clarus/WWL-TV/The Advocate,2015-09-20,2015-09-23,Likely Voters,800,Live Phone,Nonpartisan,None,NA,NA,412,2016_22846_louisiana
