poll_info,year,state,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,days_to_election,poll_key
2012-indiana-president-romney-vs-obama,2012,indiana,40,49,NA,NA,13470,Howey-Depauw,2012-03-26,2012-03-28,Likely Voters,503,Live Phone,Nonpartisan,None,223,2012_13470_indiana
2012-illinois-president-romney-vs-obama,2012,illinois,57,38,3,2,16574,YouGov,2012-10-31,2012-11-03,Likely Voters,1126,Internet,Nonpartisan,None,3,2012_16574_illinois
2012-illinois-president-romney-vs-obama,2012,illinois,57,41,NA,2,16359,We Ask America,2012-10-30,2012-10-30,Likely Voters,1198,Automated Phone,Nonpartisan,None,7,2012_16359_illinois
2012-illinois-president-romney-vs-obama,2012,illinois,58,38,3,1,15851,YouGov,2012-10-04,2012-10-11,Likely Voters,849,Internet,Nonpartisan,None,26,2012_15851_illinois
2012-illinois-president-romney-vs-obama,2012,illinois,55,36,5,4,15708,Chicago Tribune/WGN,2012-10-04,2012-10-08,Likely Voters,700,Live Phone,Nonpartisan,None,29,2012_15708_illinois
2012-illinois-president-romney-vs-obama,2012,illinois,59,36,3,2,15228,YouGov,2012-09-07,2012-09-14,Likely Voters,1068,Internet,Nonpartisan,None,53,2012_15228_illinois
2012-illinois-president-romney-vs-obama,2012,illinois,47,34,16,3,15079,Southern Illinois U,2012-09-04,2012-09-10,Registered Voters,1261,Live Phone,Nonpartisan,None,57,2012_15079_illinois
2012-illinois-president-romney-vs-obama,2012,illinois,54,37,6,3,14961,We Ask America,2012-09-05,2012-09-05,Likely Voters,1382,Automated Phone,Nonpartisan,None,62,2012_14961_illinois
2012-illinois-president-romney-vs-obama,2012,illinois,55,29,16,NA,14839,Ipsos/Crain's Business Journal,2012-08-17,2012-08-23,Adults,600,Internet,Nonpartisan,None,75,2012_14839_illinois
2012-illinois-president-romney-vs-obama,2012,illinois,51,31,14,NA,14473,Ipsos/Crain's Business Journal,2012-07-16,2012-07-22,Adults,600,Internet,Nonpartisan,None,107,2012_14473_illinois
2012-illinois-president-romney-vs-obama,2012,illinois,56,35,9,NA,13446,Chicago Tribune,2012-02-02,2012-02-06,Registered Voters,600,Live Phone,Nonpartisan,None,274,2012_13446_illinois
2012-georgia-president-romney-vs-obama,2012,georgia,44,52,2,1,16589,YouGov,2012-10-31,2012-11-03,Likely Voters,1070,Internet,Nonpartisan,None,3,2012_16589_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,46,52,1,1,16444,20/20 Insight (D-Better Georgia),2012-10-29,2012-10-31,Likely Voters,1316,Automated Phone,Sponsor,Dem,6,2012_16444_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,44,52,2,2,16316,SurveyUSA,2012-10-25,2012-10-28,Likely Voters,574,IVR/Online,Nonpartisan,None,9,2012_16316_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,43,51,5,NA,15770,Abt SRBI Inc/Atlanta Journal-Constitution,2012-10-08,2012-10-11,Likely Voters,706,Live Phone,Nonpartisan,None,26,2012_15770_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,44,52,3,1,15862,YouGov,2012-10-04,2012-10-11,Likely Voters,776,Internet,Nonpartisan,None,26,2012_15862_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,35,56,7,2,15184,InsiderAdvantage/Fox 5 Atlanta,2012-09-18,2012-09-18,Likely Voters,483,Live Phone,Nonpartisan,None,49,2012_15184_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,44,51,3,2,15224,YouGov,2012-09-07,2012-09-14,Likely Voters,1020,Internet,Nonpartisan,None,53,2012_15224_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,46,49,4,1,14730,20/20 Insight (D-Better Georgia),2012-08-15,2012-08-18,Likely Voters,1158,Automated Phone,Sponsor,Dem,80,2012_14730_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,40,52,8,NA,13912,InsiderAdvantage,2012-05-22,2012-05-22,Likely Voters,438,Automated Phone,Nonpartisan,None,168,2012_13912_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,40,51,NA,NA,13782,Landmark/Rosetta Stone,2012-05-10,2012-05-10,Registered Voters,600,Automated Phone,Pollster,Rep,180,2012_13782_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,42,49,8,NA,13060,SurveyUSA,2012-02-23,2012-02-26,Registered Voters,1156,IVR/Online,Nonpartisan,None,254,2012_13060_georgia
2012-georgia-president-romney-vs-obama,2012,georgia,43,51,6,NA,13073,SurveyUSA,2012-02-01,2012-02-02,Registered Voters,1144,IVR/Online,Nonpartisan,None,278,2012_13073_georgia
2012-connecticut-president-romney-vs-obama,2012,connecticut,54,39,5,2,16571,YouGov,2012-10-31,2012-11-03,Likely Voters,895,Internet,Nonpartisan,None,3,2012_16571_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,55,42,3,NA,16485,PPP (D),2012-11-01,2012-11-02,Likely Voters,1220,Automated Phone,Pollster,Dem,4,2012_16485_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,55,41,4,NA,16104,Quinnipiac,2012-10-19,2012-10-22,Likely Voters,1412,Live Phone,Nonpartisan,None,15,2012_16104_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,52,45,2,1,16092,Rasmussen,2012-10-21,2012-10-21,Likely Voters,500,Automated Phone,Nonpartisan,None,16,2012_16092_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,53,40,4,3,16063,SurveyUSA/WABC-TV,2012-10-19,2012-10-21,Likely Voters,575,IVR/Online,Nonpartisan,None,16,2012_16063_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,49,42,NA,NA,16168,Mason-Dixon,2012-10-15,2012-10-17,Likely Voters,625,Live Phone,Nonpartisan,None,20,2012_16168_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,53,44,4,NA,15928,PPP (D-LCV),2012-10-15,2012-10-16,Likely Voters,1015,Automated Phone,Sponsor,Dem,21,2012_15928_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,51,37,NA,NA,15912,UConn/Hartford Courant,2012-10-11,2012-10-16,Likely Voters,574,Live Phone,Nonpartisan,None,21,2012_15912_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,53,38,7,NA,15869,Siena,2012-10-04,2012-10-14,Likely Voters,552,Live Phone,Nonpartisan,None,23,2012_15869_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,53,39,5,3,15859,YouGov,2012-10-04,2012-10-11,Likely Voters,434,Internet,Nonpartisan,None,26,2012_15859_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,51,45,3,1,15637,Rasmussen,2012-10-07,2012-10-07,Likely Voters,500,Automated Phone,Nonpartisan,None,30,2012_15637_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,54,42,4,NA,15513,Quinnipiac,2012-09-28,2012-10-02,Likely Voters,1696,Live Phone,Nonpartisan,None,35,2012_15513_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,54,41,5,NA,15355,PPP (D),2012-09-24,2012-09-26,Likely Voters,801,Automated Phone,Pollster,Dem,41,2012_15355_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,53,32,12,NA,15150,UConn/Hartford Courant,2012-09-11,2012-09-16,Likely Voters,508,Live Phone,Nonpartisan,None,51,2012_15150_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,53,40,5,2,15189,YouGov,2012-09-07,2012-09-14,Likely Voters,634,Internet,Nonpartisan,None,53,2012_15189_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,52,45,2,NA,14806,Quinnipiac,2012-08-22,2012-08-26,Likely Voters,NA,Live Phone,Nonpartisan,None,72,2012_14806_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,53,40,7,NA,14822,PPP (D-League of Conservation Voters),2012-08-22,2012-08-23,Likely Voters,881,Automated Phone,Sponsor,Dem,75,2012_14822_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,51,43,3,3,14754,Rasmussen,2012-08-21,2012-08-21,Likely Voters,500,Automated Phone,Nonpartisan,None,77,2012_14754_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,51,43,6,NA,14536,PPP (D),2012-07-26,2012-07-29,Likely Voters,771,Automated Phone,Pollster,Dem,100,2012_14536_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,50,38,10,2,14016,Quinnipiac,2012-05-29,2012-06-03,Registered Voters,1408,Live Phone,Nonpartisan,None,156,2012_14016_connecticut
2012-connecticut-president-romney-vs-obama,2012,connecticut,53,37,6,1,13292,Quinnipiac,2012-03-14,2012-03-19,Registered Voters,1622,Live Phone,Nonpartisan,None,232,2012_13292_connecticut
2012-california-president-romney-vs-obama,2012,california,55,40,2,3,16569,YouGov,2012-10-31,2012-11-03,Likely Voters,1575,Internet,Nonpartisan,None,3,2012_16569_california
2012-california-president-romney-vs-obama,2012,california,54,39,5,2,16496,Field/UC Berkeley,2012-10-17,2012-10-30,Likely Voters,1566,Live Phone,Nonpartisan,None,7,2012_16496_california
2012-california-president-romney-vs-obama,2012,california,56,33,7,4,16376,CBRT/Pepperdine/M4,2012-10-21,2012-10-28,Likely Voters,2115,Internet,Nonpartisan,None,9,2012_16376_california
2012-california-president-romney-vs-obama,2012,california,55,39,2,NA,16136,USC/LATimes,2012-10-15,2012-10-21,Likely Voters,1440,Live Phone,Pollster,Dem,16,2012_16136_california
2012-california-president-romney-vs-obama,2012,california,53,41,4,2,16165,PPIC,2012-10-14,2012-10-21,Likely Voters,993,Live Phone,Nonpartisan,None,16,2012_16165_california
2012-california-president-romney-vs-obama,2012,california,53,38,5,4,15948,Reason/Rupe,2012-10-11,2012-10-15,Likely Voters,508,Live Phone,Nonpartisan,None,22,2012_15948_california
2012-california-president-romney-vs-obama,2012,california,58,39,1,2,15849,YouGov,2012-10-04,2012-10-11,Likely Voters,1169,Internet,Nonpartisan,None,26,2012_15849_california
2012-california-president-romney-vs-obama,2012,california,54,33,9,4,15722,CBRT/Pepperdine/M4,2012-10-07,2012-10-10,Likely Voters,830,Internet,Nonpartisan,None,27,2012_15722_california
2012-california-president-romney-vs-obama,2012,california,53,39,4,4,15694,SurveyUSA,2012-10-07,2012-10-09,Likely Voters,539,IVR/Online,Nonpartisan,None,28,2012_15694_california
2012-california-president-romney-vs-obama,2012,california,58,34,6,2,15140,Field/UC Berkeley,2012-09-05,2012-09-17,Likely Voters,891,Live Phone,Nonpartisan,None,50,2012_15140_california
2012-california-president-romney-vs-obama,2012,california,53,39,6,2,15221,PPIC,2012-09-09,2012-09-16,Likely Voters,995,Live Phone,Nonpartisan,None,51,2012_15221_california
2012-california-president-romney-vs-obama,2012,california,56,39,2,3,15220,YouGov,2012-09-07,2012-09-14,Likely Voters,1361,Internet,Nonpartisan,None,53,2012_15220_california
2012-california-president-romney-vs-obama,2012,california,55,33,7,4,15037,CBRT/Pepperdine/M4,2012-09-09,2012-09-12,Likely Voters,802,Internet,Nonpartisan,None,55,2012_15037_california
2012-california-president-romney-vs-obama,2012,california,57,35,3,4,14994,SurveyUSA,2012-09-09,2012-09-11,Likely Voters,524,IVR/Online,Nonpartisan,None,56,2012_14994_california
2012-california-president-romney-vs-obama,2012,california,56,33,8,4,14761,PACE/USC,2012-08-03,2012-08-07,Likely Voters,1041,Live Phone,Pollster,Dem,91,2012_14761_california
2012-california-president-romney-vs-obama,2012,california,52,33,10,5,14419,CBRT/Pepperdine/M4,2012-07-16,2012-07-17,Likely Voters,812,Internet,Nonpartisan,None,112,2012_14419_california
2012-california-president-romney-vs-obama,2012,california,55,37,5,3,14260,Field,2012-06-21,2012-07-02,Likely Voters,848,Live Phone,Nonpartisan,None,127,2012_14260_california
2012-california-president-romney-vs-obama,2012,california,57,36,7,NA,13975,SurveyUSA,2012-05-27,2012-05-29,Registered Voters,1575,IVR/Online,Nonpartisan,None,161,2012_13975_california
2012-california-president-romney-vs-obama,2012,california,48,32,17,NA,13976,Field,2012-05-21,2012-05-29,Registered Voters,710,Live Phone,Nonpartisan,None,161,2012_13976_california
2012-california-president-romney-vs-obama,2012,california,56,37,2,NA,13908,USC/LATimes,2012-05-17,2012-05-21,Registered Voters,1002,Live Phone,Pollster,Dem,169,2012_13908_california
2012-california-president-romney-vs-obama,2012,california,50,39,8,3,13907,PPIC,2012-05-14,2012-05-20,Likely Voters,894,Live Phone,Nonpartisan,None,170,2012_13907_california
2012-california-president-romney-vs-obama,2012,california,62,31,8,NA,13427,SurveyUSA,2012-03-29,2012-04-02,Registered Voters,1995,IVR/Online,Nonpartisan,None,218,2012_13427_california
2012-california-president-romney-vs-obama,2012,california,57,36,NA,NA,13359,USC/LATimes,2012-03-14,2012-03-19,Registered Voters,1500,Live Phone,Nonpartisan,None,232,2012_13359_california
2012-california-president-romney-vs-obama,2012,california,55,35,10,NA,13138,Field,2012-02-11,2012-02-18,Registered Voters,1003,Live Phone,Nonpartisan,None,262,2012_13138_california
2012-california-president-romney-vs-obama,2012,california,57,35,4,4,13137,Rasmussen,2012-02-08,2012-02-16,Likely Voters,500,Automated Phone,Nonpartisan,None,264,2012_13137_california
2012-california-president-romney-vs-obama,2012,california,60,31,9,NA,13139,SurveyUSA,2012-02-08,2012-02-09,Registered Voters,2088,IVR/Online,Nonpartisan,None,271,2012_13139_california
2012-arkansas-president-romney-vs-obama,2012,arkansas,31,58,11,NA,16105,U of Arkansas,2012-10-09,2012-10-14,Likely Voters,642,Live Phone,Nonpartisan,None,23,2012_16105_arkansas
2012-arkansas-president-romney-vs-obama,2012,arkansas,35,56,7,NA,15292,Hendrix College,2012-09-17,2012-09-17,Likely Voters,2228,Automated Phone,Nonpartisan,None,50,2012_15292_arkansas
2012-arkansas-president-romney-vs-obama,2012,arkansas,33,57,11,NA,13437,Hendrix College,2012-03-26,2012-03-26,Likely Voters,759,Automated Phone,Nonpartisan,None,225,2012_13437_arkansas
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,48,1,NA,16530,PPP (D),2012-11-02,2012-11-03,Likely Voters,1256,Automated Phone,Pollster,Dem,3,2012_16530_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,53,46,NA,1,16648,Angus-Reid,2012-11-01,2012-11-03,Likely Voters,454,Internet,Nonpartisan,None,3,2012_16648_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,50,46,3,1,16588,YouGov,2012-10-31,2012-11-03,Likely Voters,1225,Internet,Nonpartisan,None,3,2012_16588_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,48,42,8,2,16503,Grove Insight (D-Project New America/USAction),2012-11-01,2012-11-02,Likely Voters,500,Live Phone,Sponsor,Dem,4,2012_16503_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,52,45,NA,4,16473,We Ask America,2012-10-30,2012-11-01,Likely Voters,1210,Automated Phone,Nonpartisan,None,5,2012_16473_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,47,NA,NA,16431,Wenzel Strategies (R-Citizens United),2012-10-30,2012-10-31,Likely Voters,1074,Live Phone,Sponsor,Rep,6,2012_16431_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,48,2,1,16605,Pulse Opinion Research/Let Freedom Ring (R),2012-10-30,2012-10-30,Likely Voters,1000,Automated Phone,Sponsor,Rep,7,2012_16605_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,46,3,NA,16352,PPP (D-Health Care for America Now),2012-10-29,2012-10-30,Likely Voters,825,Automated Phone,Sponsor,Dem,7,2012_16352_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,49,2,NA,16423,Rasmussen,2012-10-29,2012-10-29,Likely Voters,750,Automated Phone,Nonpartisan,None,8,2012_16423_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,46,3,2,16397,NBC/WSJ/Marist,2012-10-28,2012-10-29,Likely Voters,1065,Live Phone,Nonpartisan,None,8,2012_16397_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,52,43,NA,NA,16432,St Norbert,2012-10-25,2012-10-29,Likely Voters,402,Live Phone,Nonpartisan,None,8,2012_16432_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,43,3,NA,16383,Marquette Law School,2012-10-25,2012-10-28,Likely Voters,1243,Live Phone,Nonpartisan,None,9,2012_16383_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,49,2,1,16185,Rasmussen,2012-10-25,2012-10-25,Likely Voters,500,Automated Phone,Nonpartisan,None,12,2012_16185_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,48,43,9,NA,16233,Grove Insight (D-Project New America),2012-10-24,2012-10-25,Likely Voters,500,Live Phone,Pollster,Dem,12,2012_16233_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,45,4,NA,16159,PPP (D-Health Care for America Now),2012-10-23,2012-10-24,Likely Voters,827,Automated Phone,Sponsor,Dem,13,2012_16159_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,46,NA,3,16021,Angus-Reid,2012-10-18,2012-10-20,Likely Voters,469,Internet,Nonpartisan,None,17,2012_16021_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,50,48,0,1,15960,Rasmussen,2012-10-18,2012-10-18,Likely Voters,500,Automated Phone,Nonpartisan,None,19,2012_15960_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,47,44,8,2,15994,Grove Insight (D-Project New America),2012-10-17,2012-10-18,Likely Voters,500,Live Phone,Pollster,Dem,19,2012_15994_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,48,46,NA,NA,16127,Mason-Dixon,2012-10-15,2012-10-17,Likely Voters,625,Live Phone,Nonpartisan,None,20,2012_16127_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,45,3,1,15938,NBC/WSJ/Marist,2012-10-15,2012-10-17,Likely Voters,1013,Live Phone,Nonpartisan,None,20,2012_15938_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,50,47,2,1,16079,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,2012-10-15,Likely Voters,1000,Automated Phone,Sponsor,Rep,22,2012_16079_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,48,2,NA,15886,Marquette Law School,2012-10-11,2012-10-14,Likely Voters,870,Live Phone,Nonpartisan,None,23,2012_15886_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,47,2,NA,15850,YouGov,2012-10-04,2012-10-11,Likely Voters,638,Internet,Nonpartisan,None,26,2012_15850_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,49,NA,NA,15660,Rasmussen,2012-10-09,2012-10-09,Likely Voters,500,Automated Phone,Nonpartisan,None,28,2012_15660_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,50,47,3,NA,15682,Quinnipiac/NYT/CBS,2012-10-04,2012-10-09,Likely Voters,1327,Live Phone,Nonpartisan,None,28,2012_15682_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,50,46,2,2,15721,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,2012-10-08,Likely Voters,1000,Automated Phone,Sponsor,Rep,29,2012_15721_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,47,3,NA,15566,PPP (D),2012-10-04,2012-10-06,Likely Voters,979,Automated Phone,Pollster,Dem,31,2012_15566_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,44,2,3,15725,Pulse Opinion Research/Let Freedom Ring (R),2012-10-01,2012-10-01,Likely Voters,1000,Automated Phone,Sponsor,Rep,36,2012_15725_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,39,11,NA,15492,JZ Analytics,2012-09-29,2012-09-30,Likely Voters,414,Internet,Nonpartisan,None,37,2012_15492_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,53,42,3,NA,15500,Marquette Law School,2012-09-27,2012-09-30,Likely Voters,894,Live Phone,Nonpartisan,None,37,2012_15500_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,53,41,5,1,15258,We Ask America,2012-09-20,2012-09-23,Likely Voters,1238,Automated Phone,Nonpartisan,None,44,2012_15258_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,52,45,3,NA,15168,PPP (D),2012-09-18,2012-09-19,Likely Voters,842,Automated Phone,Pollster,Dem,48,2012_15168_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,50,45,4,1,15192,NBC/WSJ/Marist,2012-09-16,2012-09-18,Likely Voters,968,Live Phone,Nonpartisan,None,49,2012_15192_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,46,2,2,15170,Rasmussen,2012-09-17,2012-09-17,Likely Voters,500,Automated Phone,Nonpartisan,None,50,2012_15170_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,45,3,1,15118,Quinnipiac/NYT/CBS,2012-09-11,2012-09-17,Likely Voters,1485,Live Phone,Nonpartisan,None,50,2012_15118_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,54,40,5,NA,15139,Marquette Law School,2012-09-13,2012-09-16,Likely Voters,601,Live Phone,Nonpartisan,None,51,2012_15139_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,48,47,4,1,15165,YouGov,2012-09-07,2012-09-14,Likely Voters,753,Internet,Nonpartisan,None,53,2012_15165_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,48,4,NA,15084,PPP (D-Democracy for America),2012-09-12,2012-09-13,Likely Voters,959,Automated Phone,Sponsor,Dem,54,2012_15084_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,47,3,1,14740,Quinnipiac/NYT/CBS,2012-08-15,2012-08-21,Likely Voters,1190,Live Phone,Nonpartisan,None,77,2012_14740_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,46,4,NA,14731,Marquette Law School,2012-08-16,2012-08-19,Likely Voters,576,Live Phone,Nonpartisan,None,79,2012_14731_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,47,48,5,NA,14711,PPP (D),2012-08-16,2012-08-19,Likely Voters,1308,Automated Phone,Pollster,Dem,79,2012_14711_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,47,48,2,3,14672,Rasmussen,2012-08-15,2012-08-15,Likely Voters,500,Automated Phone,Nonpartisan,None,83,2012_14672_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,45,NA,NA,14681,CNN,2012-08-13,2012-08-14,Registered Voters,920,Live Phone,Nonpartisan,None,84,2012_14681_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,45,4,NA,14586,Quinnipiac/NYT/CBS,2012-07-31,2012-08-06,Likely Voters,1428,Live Phone,Nonpartisan,None,92,2012_14586_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,50,45,NA,NA,14599,Marquette Law School,2012-08-02,2012-08-05,Likely Voters,1188,Live Phone,Nonpartisan,None,93,2012_14599_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,46,4,2,14477,Rasmussen,2012-07-25,2012-07-25,Likely Voters,500,Automated Phone,Nonpartisan,None,104,2012_14477_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,42,9,NA,14386,We Ask America,2012-07-17,2012-07-18,Likely Voters,1162,Automated Phone,Nonpartisan,None,111,2012_14386_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,43,6,NA,14306,Marquette Law School,2012-07-05,2012-07-08,Likely Voters,810,Live Phone,Nonpartisan,None,121,2012_14306_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,50,44,6,NA,14298,PPP (D),2012-07-05,2012-07-08,Likely Voters,1057,Automated Phone,Pollster,Dem,121,2012_14298_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,43,NA,NA,14140,Marquette Law School,2012-06-13,2012-06-16,Likely Voters,594,Live Phone,Nonpartisan,None,143,2012_14140_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,44,47,4,5,14083,Rasmussen,2012-06-12,2012-06-12,Likely Voters,500,Automated Phone,Nonpartisan,None,147,2012_14083_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,48,43,9,NA,14024,We Ask America,2012-06-03,2012-06-03,Likely Voters,1270,Automated Phone,Nonpartisan,None,156,2012_14024_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,43,6,NA,13954,Marquette Law School,2012-05-23,2012-05-26,Likely Voters,600,Live Phone,Nonpartisan,None,164,2012_13954_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,43,4,4,13890,St Norbert,2012-05-17,2012-05-22,Likely Voters,406,Live Phone,Nonpartisan,None,168,2012_13890_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,46,36,12,6,13888,Reason/Rupe,2012-05-14,2012-05-20,Likely Voters,609,Live Phone,Nonpartisan,None,170,2012_13888_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,47,46,7,NA,13807,DailyKos/PPP (D),2012-05-11,2012-05-13,Registered Voters,851,Automated Phone,Sponsor,Dem,177,2012_13807_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,46,46,8,NA,13815,Marquette Law School,2012-05-09,2012-05-12,Likely Voters,600,Live Phone,Nonpartisan,None,178,2012_13815_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,49,45,2,4,13765,Rasmussen,2012-05-09,2012-05-09,Likely Voters,500,Automated Phone,Nonpartisan,None,181,2012_13765_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,51,42,NA,NA,13671,Marquette Law School,2012-04-26,2012-04-29,Registered Voters,705,Live Phone,Nonpartisan,None,191,2012_13671_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,50,44,6,NA,13535,DailyKos/PPP (D),2012-04-13,2012-04-15,Likely Voters,1136,Automated Phone,Sponsor,Dem,205,2012_13535_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,52,41,2,6,13375,Rasmussen,2012-03-27,2012-03-27,Likely Voters,500,Automated Phone,Nonpartisan,None,224,2012_13375_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,52,35,13,NA,13384,NBC/Marist,2012-03-26,2012-03-27,Registered Voters,1391,Live Phone,Nonpartisan,None,224,2012_13384_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,48,43,10,NA,13348,Marquette Law School,2012-03-22,2012-03-25,Registered Voters,707,Live Phone,Nonpartisan,None,226,2012_13348_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,47,42,5,5,13079,Rasmussen,2012-02-27,2012-02-27,Likely Voters,500,Automated Phone,Nonpartisan,None,253,2012_13079_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,53,39,8,NA,13389,PPP (D),2012-02-23,2012-02-26,Registered Voters,900,Live Phone,Pollster,Dem,254,2012_13389_wisconsin
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,53,38,6,NA,13156,Marquette Law School,2012-02-16,2012-02-19,Registered Voters,716,Live Phone,Nonpartisan,None,261,2012_13156_wisconsin
