poll_info,year,state,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,days_to_election,poll_key
2012-michigan-president-romney-vs-obama,2012,michigan,46,44,10,NA,15688,Gravis Marketing,2012-10-05,2012-10-08,Likely Voters,1122,Automated Phone,Nonpartisan,None,29,2012_15688_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,48,45,7,NA,15605,EPIC-MRA,2012-10-04,2012-10-06,Likely Voters,600,Automated Phone,Nonpartisan,None,31,2012_15605_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,49,46,3,2,15606,FMWB (D),2012-10-05,2012-10-05,Likely Voters,1122,Automated Phone,Pollster,Dem,32,2012_15606_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,52,40,7,1,15421,We Ask America,2012-09-25,2012-09-27,Likely Voters,1064,Automated Phone,Nonpartisan,None,40,2012_15421_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,50,46,4,NA,15377,Gravis Marketing,2012-09-21,2012-09-22,Likely Voters,804,Automated Phone,Nonpartisan,None,45,2012_15377_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,54,42,3,1,15267,Rasmussen,2012-09-20,2012-09-20,Likely Voters,500,Automated Phone,Nonpartisan,None,47,2012_15267_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,51,42,7,NA,15396,PPP (D)/NRDC,2012-09-17,2012-09-19,Likely Voters,2386,Automated Phone,Pollster,Dem,48,2012_15396_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,52,44,3,1,15143,CNN,2012-09-14,2012-09-18,Likely Voters,754,Live Phone,Nonpartisan,None,49,2012_15143_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,52,38,9,NA,15166,Glengariff Group,2012-09-15,2012-09-17,Likely Voters,600,Live Phone,Nonpartisan,None,50,2012_15166_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,48,42,8,NA,15098,Marketing Resource Group (R),2012-09-10,2012-09-14,Likely Voters,600,Live Phone,Pollster,Rep,53,2012_15098_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,51,42,4,3,15178,YouGov,2012-09-07,2012-09-14,Likely Voters,1114,Internet,Nonpartisan,None,53,2012_15178_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,45,44,5,5,15058,FMWB (D),2012-09-12,2012-09-12,Likely Voters,1156,Automated Phone,Pollster,Dem,55,2012_15058_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,47,37,NA,NA,14992,EPIC-MRA,2012-09-08,2012-09-11,Likely Voters,600,Automated Phone,Nonpartisan,None,56,2012_14992_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,51,44,5,NA,14871,PPP (D),2012-08-31,2012-09-02,Likely Voters,815,Automated Phone,Pollster,Dem,65,2012_14871_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,49,46,5,NA,14848,EPIC-MRA,2012-08-28,2012-08-28,Likely Voters,1200,Automated Phone,Nonpartisan,None,70,2012_14848_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,47,47,3,3,14783,Mitchell Research,2012-08-23,2012-08-23,Likely Voters,1277,Automated Phone,Pollster,Rep,75,2012_14783_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,48,42,11,NA,14746,Glengariff Group,2012-08-18,2012-08-20,Likely Voters,600,Live Phone,Nonpartisan,None,78,2012_14746_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,44,48,4,4,14716,FMWB (D),2012-08-16,2012-08-16,Likely Voters,1733,Automated Phone,Nonpartisan,None,82,2012_14716_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,49,44,4,NA,14682,Mitchell Research,2012-08-13,2012-08-13,Likely Voters,1079,Automated Phone,Pollster,Rep,85,2012_14682_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,48,42,NA,NA,14522,EPIC-MRA,2012-07-24,2012-07-31,Likely Voters,600,Live Phone,Nonpartisan,None,98,2012_14522_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,44,45,NA,NA,14441,Mitchell Research,2012-07-23,2012-07-23,Likely Voters,825,Automated Phone,Pollster,Rep,106,2012_14441_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,48,42,4,5,14431,Rasmussen,2012-07-23,2012-07-23,Likely Voters,500,Automated Phone,Nonpartisan,None,106,2012_14431_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,53,39,8,NA,14443,PPP (D),2012-07-21,2012-07-23,Likely Voters,579,Automated Phone,Pollster,Dem,106,2012_14443_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,47,43,10,1,14204,NBC/Marist,2012-06-24,2012-06-25,Registered Voters,1078,Live Phone,Nonpartisan,None,134,2012_14204_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,47,46,NA,NA,14142,Mitchell Research,2012-06-18,2012-06-18,Likely Voters,750,Automated Phone,Pollster,Rep,141,2012_14142_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,43,45,12,NA,14131,We Ask America,2012-06-18,2012-06-18,Likely Voters,1010,Automated Phone,Nonpartisan,None,141,2012_14131_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,50,42,4,4,14097,Rasmussen,2012-06-14,2012-06-14,Likely Voters,500,Automated Phone,Nonpartisan,None,145,2012_14097_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,47,45,4,4,14092,FMWB (D),2012-06-12,2012-06-12,Likely Voters,1783,Automated Phone,Pollster,Dem,147,2012_14092_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,45,46,9,NA,14031,EPIC-MRA,2012-06-02,2012-06-05,Likely Voters,600,Live Phone,Nonpartisan,None,154,2012_14031_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,53,39,8,NA,13929,PPP (D),2012-05-24,2012-05-27,Registered Voters,500,Automated Phone,Pollster,Dem,163,2012_13929_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,45,40,15,NA,13780,Glengariff Group,2012-05-10,2012-05-11,Likely Voters,600,Live Phone,Nonpartisan,None,179,2012_13780_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,47,43,10,NA,13486,EPIC-MRA,2012-03-31,2012-04-03,Likely Voters,600,Live Phone,Nonpartisan,None,217,2012_13486_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,49,42,9,NA,13423,Marketing Resource Group (R),2012-03-14,2012-03-19,Likely Voters,600,Live Phone,Pollster,Rep,232,2012_13423_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,51,33,15,NA,12991,NBC/Marist,2012-02-19,2012-02-20,Registered Voters,3149,Live Phone,Nonpartisan,None,260,2012_12991_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,54,38,8,NA,12849,PPP (D),2012-02-10,2012-02-12,Registered Voters,560,Automated Phone,Pollster,Dem,268,2012_12849_michigan
2012-michigan-president-romney-vs-obama,2012,michigan,48,40,12,NA,12648,EPIC-MRA,2012-01-21,2012-01-25,Likely Voters,600,Live Phone,Nonpartisan,None,286,2012_12648_michigan
2012-iowa-president-romney-vs-obama,2012,iowa,50,48,2,NA,16599,PPP (D),2012-11-03,2012-11-04,Likely Voters,1122,Automated Phone,Pollster,Dem,2,2012_16599_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,48,49,2,1,16637,ARG,2012-11-02,2012-11-04,Likely Voters,600,Live Phone,Nonpartisan,None,2,2012_16637_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,48,47,3,2,16582,YouGov,2012-10-31,2012-11-03,Likely Voters,1040,Internet,Nonpartisan,None,3,2012_16582_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,47,42,NA,NA,16527,Des Moines Register/Selzer,2012-10-30,2012-11-02,Likely Voters,800,Live Phone,Nonpartisan,None,4,2012_16527_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,49,45,6,NA,16456,Gravis Marketing,2012-11-01,2012-11-01,Likely Voters,594,Automated Phone,Nonpartisan,None,5,2012_16456_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,46,44,10,NA,16494,Mellman (D-Americans United for Change),2012-10-30,2012-11-01,Likely Voters,600,Live Phone,Sponsor,Dem,5,2012_16494_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,48,49,1,2,16427,Rasmussen,2012-10-30,2012-10-30,Likely Voters,750,Automated Phone,Nonpartisan,None,7,2012_16427_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,49,47,NA,4,16394,We Ask America,2012-10-30,2012-10-30,Likely Voters,1174,Automated Phone,Nonpartisan,None,7,2012_16394_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,50,45,4,NA,16353,PPP (D-Health Care for America Now),2012-10-29,2012-10-30,Likely Voters,676,Automated Phone,Sponsor,Dem,7,2012_16353_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,50,44,4,2,16396,NBC/WSJ/Marist,2012-10-28,2012-10-29,Likely Voters,1142,Live Phone,Nonpartisan,None,8,2012_16396_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,44,45,6,4,16414,U of Iowa,2012-10-18,2012-10-27,Likely Voters,320,Live Phone,Nonpartisan,None,10,2012_16414_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,50,46,4,NA,16180,Gravis Marketing,2012-10-24,2012-10-24,Likely Voters,517,Automated Phone,Nonpartisan,None,13,2012_16180_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,49,47,4,NA,16158,PPP (D-Health Care for America Now),2012-10-23,2012-10-24,Likely Voters,690,Automated Phone,Sponsor,Dem,13,2012_16158_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,48,48,2,1,16028,Rasmussen,2012-10-21,2012-10-21,Likely Voters,500,Automated Phone,Nonpartisan,None,16,2012_16028_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,49,48,3,NA,16010,PPP (D-Health Care for America Now),2012-10-18,2012-10-19,Likely Voters,660,Automated Phone,Sponsor,Dem,18,2012_16010_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,48,49,4,NA,15963,PPP (D),2012-10-17,2012-10-19,Likely Voters,869,Automated Phone,Pollster,Dem,18,2012_15963_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,51,43,4,2,15939,NBC/WSJ/Marist,2012-10-15,2012-10-17,Likely Voters,1137,Live Phone,Nonpartisan,None,20,2012_15939_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,49,46,4,1,15822,We Ask America,2012-10-15,2012-10-15,Likely Voters,1499,Automated Phone,Nonpartisan,None,22,2012_15822_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,48,48,3,1,15783,ARG,2012-10-11,2012-10-14,Likely Voters,600,Live Phone,Nonpartisan,None,23,2012_15783_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,50,46,3,1,15848,YouGov,2012-10-04,2012-10-11,Likely Voters,545,Internet,Nonpartisan,None,26,2012_15848_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,49,47,2,1,15582,Rasmussen,2012-10-07,2012-10-07,Likely Voters,500,Automated Phone,Nonpartisan,None,30,2012_15582_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,48,44,7,2,15422,We Ask America,2012-09-25,2012-09-27,Likely Voters,1273,Automated Phone,Nonpartisan,None,40,2012_15422_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,51,44,5,NA,15338,PPP (D),2012-09-24,2012-09-26,Likely Voters,754,Automated Phone,Pollster,Dem,41,2012_15338_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,49,45,2,4,15408,Des Moines Register/Selzer,2012-09-23,2012-09-26,Likely Voters,650,Live Phone,Nonpartisan,None,41,2012_15408_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,46,47,7,NA,15380,Voter/Consumer Research (R-The Iowa Republican),2012-09-23,2012-09-25,Registered Voters,500,Live Phone,Sponsor,Rep,42,2012_15380_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,51,44,4,1,15274,ARG,2012-09-20,2012-09-23,Likely Voters,600,Live Phone,Nonpartisan,None,44,2012_15274_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,44,47,5,3,15176,Rasmussen,2012-09-19,2012-09-19,Likely Voters,500,Automated Phone,Nonpartisan,None,48,2012_15176_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,50,42,7,1,15190,NBC/WSJ/Marist,2012-09-16,2012-09-18,Likely Voters,898,Live Phone,Nonpartisan,None,49,2012_15190_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,48,43,5,3,15156,YouGov,2012-09-07,2012-09-14,Likely Voters,700,Internet,Nonpartisan,None,53,2012_15156_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,47,45,8,NA,14816,PPP (D),2012-08-23,2012-08-26,Likely Voters,1244,Automated Phone,Pollster,Dem,72,2012_14816_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,44,46,6,5,14616,Rasmussen,2012-08-08,2012-08-08,Likely Voters,500,Automated Phone,Nonpartisan,None,90,2012_14616_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,48,43,9,NA,14368,PPP (D),2012-07-12,2012-07-15,Likely Voters,1131,Automated Phone,Pollster,Dem,114,2012_14368_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,45,44,11,NA,14130,We Ask America,2012-06-18,2012-06-18,Likely Voters,1086,Automated Phone,Nonpartisan,None,141,2012_14130_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,46,47,4,3,14074,Rasmussen,2012-06-11,2012-06-11,Likely Voters,500,Automated Phone,Nonpartisan,None,148,2012_14074_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,44,44,10,2,13959,NBC/Marist,2012-05-22,2012-05-24,Registered Voters,1106,Live Phone,Nonpartisan,None,166,2012_13959_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,51,41,8,NA,13712,PPP (D),2012-05-03,2012-05-06,Likely Voters,1181,Automated Phone,Pollster,Dem,184,2012_13712_iowa
2012-iowa-president-romney-vs-obama,2012,iowa,44,46,4,6,13140,Des Moines Register/Selzer,2012-02-12,2012-02-15,Likely Voters,611,Live Phone,Nonpartisan,None,265,2012_13140_iowa
2012-florida-president-romney-vs-obama,2012,florida,49,49,NA,NA,16659,Gravis Marketing,2012-11-04,2012-11-05,Likely Voters,1060,Automated Phone,Nonpartisan,None,1,2012_16659_florida
2012-florida-president-romney-vs-obama,2012,florida,48,48,5,NA,16671,JZ Analytics/Newsmax,2012-11-03,2012-11-05,Likely Voters,876,Internet,Sponsor,Rep,1,2012_16671_florida
2012-florida-president-romney-vs-obama,2012,florida,47,48,4,1,16666,Ipsos/Reuters (Web),2012-11-03,2012-11-05,Likely Voters,769,Internet,Nonpartisan,None,1,2012_16666_florida
2012-florida-president-romney-vs-obama,2012,florida,47,52,1,NA,16631,InsiderAdvantage/Florida Times-Union,2012-11-04,2012-11-04,Likely Voters,437,Automated Phone,Nonpartisan,None,2,2012_16631_florida
2012-florida-president-romney-vs-obama,2012,florida,50,49,1,NA,16612,PPP (D),2012-11-03,2012-11-04,Likely Voters,955,Automated Phone,Pollster,Dem,2,2012_16612_florida
2012-florida-president-romney-vs-obama,2012,florida,49,49,NA,2,16661,Angus-Reid,2012-11-01,2012-11-03,Likely Voters,502,Internet,Nonpartisan,None,3,2012_16661_florida
2012-florida-president-romney-vs-obama,2012,florida,47,48,2,3,16575,YouGov,2012-10-31,2012-11-03,Likely Voters,1621,Internet,Nonpartisan,None,3,2012_16575_florida
2012-florida-president-romney-vs-obama,2012,florida,48,46,4,2,16479,Ipsos/Reuters (Web),2012-10-31,2012-11-02,Likely Voters,985,Internet,Nonpartisan,None,4,2012_16479_florida
2012-florida-president-romney-vs-obama,2012,florida,47,45,3,NA,16644,Mellman (D-Americans United for Change),2012-10-30,2012-11-02,Likely Voters,800,Live Phone,Sponsor,Dem,4,2012_16644_florida
2012-florida-president-romney-vs-obama,2012,florida,49,47,2,1,16488,NBC/WSJ/Marist,2012-10-31,2012-11-01,Likely Voters,1545,Live Phone,Nonpartisan,None,5,2012_16488_florida
2012-florida-president-romney-vs-obama,2012,florida,45,51,NA,NA,16487,Mason-Dixon,2012-10-30,2012-11-01,Likely Voters,800,Live Phone,Nonpartisan,None,5,2012_16487_florida
2012-florida-president-romney-vs-obama,2012,florida,49,50,NA,1,16393,We Ask America,2012-10-30,2012-10-30,Likely Voters,1146,Automated Phone,Nonpartisan,None,7,2012_16393_florida
2012-florida-president-romney-vs-obama,2012,florida,47,50,4,NA,16378,Gravis Marketing,2012-10-30,2012-10-30,Likely Voters,549,Automated Phone,Nonpartisan,None,7,2012_16378_florida
2012-florida-president-romney-vs-obama,2012,florida,48,47,5,NA,16401,JZ Analytics/Newsmax,2012-10-28,2012-10-30,Likely Voters,825,Internet,Sponsor,Rep,7,2012_16401_florida
2012-florida-president-romney-vs-obama,2012,florida,48,50,1,1,16601,Pulse Opinion Research/Let Freedom Ring (R),2012-10-29,2012-10-29,Likely Voters,1000,Automated Phone,Sponsor,Rep,8,2012_16601_florida
2012-florida-president-romney-vs-obama,2012,florida,48,47,5,1,16433,Grove Insight (D-Project New America/USAction),2012-10-28,2012-10-29,Likely Voters,600,Live Phone,Sponsor,Dem,8,2012_16433_florida
2012-florida-president-romney-vs-obama,2012,florida,49,48,3,NA,16256,PPP (D),2012-10-26,2012-10-28,Likely Voters,687,Automated Phone,Pollster,Dem,9,2012_16256_florida
2012-florida-president-romney-vs-obama,2012,florida,49,50,1,NA,16281,CNN,2012-10-25,2012-10-28,Likely Voters,770,Live Phone,Nonpartisan,None,9,2012_16281_florida
2012-florida-president-romney-vs-obama,2012,florida,48,47,3,1,16350,Quinnipiac/NYT/CBS,2012-10-23,2012-10-28,Likely Voters,1073,Live Phone,Nonpartisan,None,9,2012_16350_florida
2012-florida-president-romney-vs-obama,2012,florida,47,47,5,1,16309,SurveyUSA,2012-10-25,2012-10-27,Likely Voters,595,IVR/Online,Nonpartisan,None,10,2012_16309_florida
2012-florida-president-romney-vs-obama,2012,florida,49,47,4,NA,16418,Mellman (D-Americans United for Change),2012-10-24,2012-10-27,Likely Voters,800,Live Phone,Sponsor,Dem,10,2012_16418_florida
2012-florida-president-romney-vs-obama,2012,florida,48,50,1,NA,16197,Rasmussen,2012-10-25,2012-10-25,Likely Voters,750,Automated Phone,Nonpartisan,None,12,2012_16197_florida
2012-florida-president-romney-vs-obama,2012,florida,49,50,2,NA,16138,Gravis Marketing,2012-10-24,2012-10-24,Likely Voters,1182,Automated Phone,Nonpartisan,None,13,2012_16138_florida
2012-florida-president-romney-vs-obama,2012,florida,47,45,7,2,16157,Grove Insight (D-Project New America/USAction),2012-10-23,2012-10-24,Likely Voters,600,Live Phone,Sponsor,Dem,13,2012_16157_florida
2012-florida-president-romney-vs-obama,2012,florida,46,51,2,1,16181,Sunshine State News/VSS,2012-10-22,2012-10-24,Likely Voters,1001,Automated Phone,Nonpartisan,None,13,2012_16181_florida
2012-florida-president-romney-vs-obama,2012,florida,47,47,NA,NA,16249,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,759,Live Phone,Nonpartisan,None,16,2012_16249_florida
2012-florida-president-romney-vs-obama,2012,florida,47,47,6,NA,16075,Mellman (D-Americans United for Change),2012-10-18,2012-10-21,Likely Voters,800,Live Phone,Sponsor,Dem,16,2012_16075_florida
2012-florida-president-romney-vs-obama,2012,florida,46,51,NA,2,16041,Angus-Reid,2012-10-18,2012-10-20,Likely Voters,482,Internet,Nonpartisan,None,17,2012_16041_florida
2012-florida-president-romney-vs-obama,2012,florida,46,51,2,1,15971,Rasmussen,2012-10-18,2012-10-18,Likely Voters,750,Automated Phone,Nonpartisan,None,19,2012_15971_florida
2012-florida-president-romney-vs-obama,2012,florida,47,48,4,NA,15997,PPP (D)/WPTV/FL Democracy/TCPalm,2012-10-17,2012-10-18,Likely Voters,800,Automated Phone,Pollster,Dem,19,2012_15997_florida
2012-florida-president-romney-vs-obama,2012,florida,48,45,6,1,15995,Grove Insight (D-Project New America),2012-10-17,2012-10-18,Likely Voters,600,Live Phone,Pollster,Dem,19,2012_15995_florida
2012-florida-president-romney-vs-obama,2012,florida,47,46,5,2,15973,SurveyUSA,2012-10-17,2012-10-18,Likely Voters,600,IVR/Online,Nonpartisan,None,19,2012_15973_florida
2012-florida-president-romney-vs-obama,2012,florida,45,48,6,1,15969,FOX,2012-10-17,2012-10-18,Likely Voters,1215,Live Phone,Nonpartisan,None,19,2012_15969_florida
2012-florida-president-romney-vs-obama,2012,florida,48,49,2,1,15966,CNN,2012-10-17,2012-10-18,Likely Voters,681,Live Phone,Nonpartisan,None,19,2012_15966_florida
2012-florida-president-romney-vs-obama,2012,florida,48,42,10,NA,15974,JZ Analytics/Newsmax,2012-10-16,2012-10-18,Likely Voters,842,Internet,Sponsor,Rep,19,2012_15974_florida
2012-florida-president-romney-vs-obama,2012,florida,48,49,NA,3,15804,Gravis Marketing,2012-10-13,2012-10-14,Likely Voters,617,Automated Phone,Nonpartisan,None,23,2012_15804_florida
2012-florida-president-romney-vs-obama,2012,florida,48,49,3,NA,15774,PPP (D),2012-10-12,2012-10-14,Likely Voters,791,Automated Phone,Pollster,Dem,23,2012_15774_florida
2012-florida-president-romney-vs-obama,2012,florida,47,51,2,NA,15731,Rasmussen,2012-10-11,2012-10-11,Likely Voters,750,Automated Phone,Nonpartisan,None,26,2012_15731_florida
2012-florida-president-romney-vs-obama,2012,florida,46,49,4,1,15732,ARG,2012-10-08,2012-10-11,Likely Voters,600,Live Phone,Nonpartisan,None,26,2012_15732_florida
2012-florida-president-romney-vs-obama,2012,florida,48,47,2,3,15844,YouGov,2012-10-04,2012-10-11,Likely Voters,1244,Internet,Nonpartisan,None,26,2012_15844_florida
2012-florida-president-romney-vs-obama,2012,florida,44,51,4,1,15720,Mason-Dixon,2012-10-08,2012-10-10,Likely Voters,800,Live Phone,Nonpartisan,None,27,2012_15720_florida
2012-florida-president-romney-vs-obama,2012,florida,48,47,4,1,15677,NBC/WSJ/Marist,2012-10-07,2012-10-09,Likely Voters,988,Live Phone,Nonpartisan,None,28,2012_15677_florida
2012-florida-president-romney-vs-obama,2012,florida,49,45,4,2,15664,UNF,2012-10-01,2012-10-09,Likely Voters,653,Live Phone,Nonpartisan,None,28,2012_15664_florida
2012-florida-president-romney-vs-obama,2012,florida,47,49,3,0,15555,Rasmussen,2012-10-04,2012-10-04,Likely Voters,500,Automated Phone,Nonpartisan,None,33,2012_15555_florida
2012-florida-president-romney-vs-obama,2012,florida,46,49,4,1,15539,We Ask America,2012-10-04,2012-10-04,Likely Voters,1200,Automated Phone,Nonpartisan,None,33,2012_15539_florida
2012-florida-president-romney-vs-obama,2012,florida,47,46,6,1,15481,NBC/WSJ/Marist,2012-09-30,2012-10-01,Likely Voters,890,Live Phone,Nonpartisan,None,36,2012_15481_florida
2012-florida-president-romney-vs-obama,2012,florida,49,48,3,NA,15426,Gravis Marketing,2012-09-29,2012-09-30,Likely Voters,914,Automated Phone,Nonpartisan,None,37,2012_15426_florida
2012-florida-president-romney-vs-obama,2012,florida,46,43,8,3,15479,Suffolk,2012-09-27,2012-09-30,Likely Voters,600,Live Phone,Nonpartisan,None,37,2012_15479_florida
2012-florida-president-romney-vs-obama,2012,florida,49,46,4,1,15324,InsiderAdvantage/Florida Times-Union,2012-09-24,2012-09-24,Likely Voters,540,Automated Phone,Nonpartisan,None,43,2012_15324_florida
2012-florida-president-romney-vs-obama,2012,florida,53,44,3,1,15313,Quinnipiac/NYT/CBS,2012-09-18,2012-09-24,Likely Voters,1196,Live Phone,Nonpartisan,None,43,2012_15313_florida
2012-florida-president-romney-vs-obama,2012,florida,50,46,4,NA,15253,PPP (D),2012-09-20,2012-09-23,Likely Voters,861,Automated Phone,Pollster,Dem,44,2012_15253_florida
2012-florida-president-romney-vs-obama,2012,florida,51,47,1,2,15289,Washington Post,2012-09-19,2012-09-23,Likely Voters,769,Live Phone,Nonpartisan,None,44,2012_15289_florida
2012-florida-president-romney-vs-obama,2012,florida,50,45,4,1,15269,ARG,2012-09-20,2012-09-22,Likely Voters,600,Live Phone,Nonpartisan,None,45,2012_15269_florida
2012-florida-president-romney-vs-obama,2012,florida,48,47,4,1,15286,Mason-Dixon,2012-09-17,2012-09-19,Likely Voters,800,Live Phone,Nonpartisan,None,48,2012_15286_florida
2012-florida-president-romney-vs-obama,2012,florida,47,48,5,NA,15199,Purple Strategies,2012-09-15,2012-09-19,Likely Voters,600,IVR/Online,Nonpartisan,None,48,2012_15199_florida
2012-florida-president-romney-vs-obama,2012,florida,49,46,4,NA,15158,We Ask America,2012-09-18,2012-09-18,Likely Voters,1230,Automated Phone,Nonpartisan,None,49,2012_15158_florida
2012-florida-president-romney-vs-obama,2012,florida,49,44,5,2,15146,FOX,2012-09-16,2012-09-18,Likely Voters,829,Live Phone,Nonpartisan,None,49,2012_15146_florida
2012-florida-president-romney-vs-obama,2012,florida,47,48,5,NA,15096,Gravis Marketing,2012-09-15,2012-09-16,Likely Voters,1728,Automated Phone,Nonpartisan,None,51,2012_15096_florida
2012-florida-president-romney-vs-obama,2012,florida,49,47,2,3,15163,YouGov,2012-09-07,2012-09-14,Likely Voters,1415,Internet,Nonpartisan,None,53,2012_15163_florida
2012-florida-president-romney-vs-obama,2012,florida,48,46,3,3,15008,Rasmussen,2012-09-12,2012-09-12,Likely Voters,500,Automated Phone,Nonpartisan,None,55,2012_15008_florida
2012-florida-president-romney-vs-obama,2012,florida,44,48,9,NA,15173,Caddell/McLaughlin (R)/Secure America Now,2012-09-11,2012-09-12,Likely Voters,600,Live Phone,Pollster,Rep,55,2012_15173_florida
2012-florida-president-romney-vs-obama,2012,florida,49,44,5,1,15028,NBC/WSJ/Marist,2012-09-09,2012-09-11,Likely Voters,980,Live Phone,Nonpartisan,None,56,2012_15028_florida
2012-florida-president-romney-vs-obama,2012,florida,42,42,NA,NA,15038,Consensus Communications (R),2012-09-08,2012-09-11,Likely Voters,606,Live Phone,Pollster,Rep,56,2012_15038_florida
2012-florida-president-romney-vs-obama,2012,florida,47,50,3,NA,15012,McLaughlin (R)/AIF,2012-09-09,2012-09-10,Likely Voters,600,Live Phone,Pollster,Rep,57,2012_15012_florida
2012-florida-president-romney-vs-obama,2012,florida,48,44,5,2,14979,SurveyUSA,2012-09-07,2012-09-09,Likely Voters,596,IVR/Online,Nonpartisan,None,58,2012_14979_florida
2012-florida-president-romney-vs-obama,2012,florida,47,48,5,NA,14879,Gravis Marketing,2012-09-02,2012-09-02,Likely Voters,1288,Automated Phone,Nonpartisan,None,65,2012_14879_florida
2012-florida-president-romney-vs-obama,2012,florida,48,47,4,NA,14868,PPP (D),2012-08-31,2012-09-02,Likely Voters,1548,Automated Phone,Pollster,Dem,65,2012_14868_florida
2012-florida-president-romney-vs-obama,2012,florida,50,46,3,NA,14800,CNN/Time/ORC,2012-08-22,2012-08-26,Likely Voters,776,Live Phone,Nonpartisan,None,72,2012_14800_florida
2012-florida-president-romney-vs-obama,2012,florida,49,46,NA,1,14739,Quinnipiac/NYT/CBS,2012-08-15,2012-08-21,Likely Voters,1241,Live Phone,Nonpartisan,None,77,2012_14739_florida
2012-florida-president-romney-vs-obama,2012,florida,45,48,NA,NA,14737,Gravis Marketing,2012-08-20,2012-08-20,Likely Voters,728,Automated Phone,Nonpartisan,None,78,2012_14737_florida
2012-florida-president-romney-vs-obama,2012,florida,40,54,5,3,14708,FMWB (D),2012-08-17,2012-08-17,Likely Voters,1503,Automated Phone,Pollster,Dem,81,2012_14708_florida
2012-florida-president-romney-vs-obama,2012,florida,43,45,8,3,14675,Rasmussen,2012-08-15,2012-08-15,Likely Voters,500,Automated Phone,Nonpartisan,None,83,2012_14675_florida
