poll_info,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation
2012-pennsylvania-president-romney-vs-obama,52,43,2,2,15180,YouGov,2012-09-07,2012-09-14,Likely Voters,1139,Internet,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,50,39,11,Not included in poll,15076,Philadelphia Inquirer/National Research (R)/GSG (D),2012-09-09,2012-09-12,Likely Voters,600,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,51,42,7,Not included in poll,14787,Philadelphia Inquirer,2012-08-21,2012-08-23,Likely Voters,601,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,49,40,,Not included in poll,14748,Muhlenberg,2012-08-20,2012-08-22,Likely Voters,422,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,47,42,7,Not included in poll,14673,Franklin and Marshall College,2012-08-07,2012-08-12,Registered Voters,681,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,53,42,4,1,14521,Quinnipiac/NYT/CBS,2012-07-24,2012-07-30,Likely Voters,1168,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,49,43,8,Not included in poll,14444,PPP (D),2012-07-21,2012-07-23,Likely Voters,758,Automated Phone,Pollster,Dem
2012-pennsylvania-president-romney-vs-obama,46,43,,Not included in poll,14494,Susquehanna (R),2012-07-19,2012-07-23,Likely Voters,800,Automated Phone,Pollster,Rep
2012-pennsylvania-president-romney-vs-obama,48,44,5,4,14401,Rasmussen,2012-07-18,2012-07-18,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,47,40,13,Not included in poll,14295,We Ask America,2012-07-09,2012-07-10,Likely Voters,1227,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,49,40,,Not included in poll,14323,Garin-Hart-Yang (D-Priorities USA),2012-06-25,2012-07-03,Likely Voters,816,Live Phone,Sponsor,Dem
2012-pennsylvania-president-romney-vs-obama,45,39,13,4,14189,Quinnipiac,2012-06-19,2012-06-25,Registered Voters,1252,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,46,40,12,2,14067,Quinnipiac,2012-06-05,2012-06-10,Registered Voters,997,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,48,36,12,5,14014,Franklin and Marshall College,2012-05-29,2012-06-04,Registered Voters,412,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,47,41,5,7,13876,Rasmussen,2012-05-21,2012-05-21,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,50,42,8,Not included in poll,13866,PPP (D),2012-05-17,2012-05-20,Likely Voters,671,Automated Phone,Pollster,Dem
2012-pennsylvania-president-romney-vs-obama,47,39,8,2,13678,Quinnipiac,2012-04-25,2012-05-01,Registered Voters,1167,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,45,40,4,11,13591,Muhlenberg,2012-03-23,2012-04-01,Registered Voters,492,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,45,42,7,2,13370,Quinnipiac,2012-03-20,2012-03-26,Registered Voters,1232,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,46,40,8,2,13251,Quinnipiac,2012-03-07,2012-03-12,Registered Voters,1256,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,49,42,9,Not included in poll,13252,PPP (D),2012-03-08,2012-03-11,Likely Voters,689,Automated Phone,Pollster,Dem
2012-pennsylvania-president-romney-vs-obama,45,44,3,8,13151,Rasmussen,2012-02-08,2012-02-23,Likely Voters,438,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,48,37,6,9,13149,Muhlenberg,2012-02-15,2012-02-21,Registered Voters,625,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,41,33,18,8,13150,Franklin and Marshall College,2012-02-14,2012-02-20,Registered Voters,592,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,43,45,,Not included in poll,12835,Susquehanna (R),2012-02-02,2012-02-06,Registered Voters,800,Automated Phone,Pollster,Rep
2012-pennsylvania-president-romney-vs-obama,41,30,24,6,13432,Franklin and Marshall College,2012-01-17,2012-01-22,Registered Voters,614,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,48,,Not included in poll,16657,Gravis Marketing,2012-11-04,2012-11-05,Likely Voters,1316,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,51,44,6,Not included in poll,16672,JZ Analytics/Newsmax,2012-11-03,2012-11-05,Likely Voters,832,Internet,Sponsor,Rep
2012-ohio-president-romney-vs-obama,50,46,2,1,16665,Ipsos/Reuters (Web),2012-11-03,2012-11-05,Likely Voters,680,Internet,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,49,1,1,16632,Rasmussen,2012-11-04,2012-11-04,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,52,47,2,Not included in poll,16607,PPP (D),2012-11-03,2012-11-04,Likely Voters,1000,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,51,48,,1,16675,Angus-Reid,2012-11-02,2012-11-04,Likely Voters,572,Internet,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,44,4,3,16639,SurveyUSA,2012-11-01,2012-11-04,Likely Voters,803,IVR/Online,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,49,,Not included in poll,16627,The Ohio Poll/University of Cincinnati,2012-10-31,2012-11-04,Likely Voters,889,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,46,3,2,16591,YouGov,2012-10-31,2012-11-03,Likely Voters,1620,Internet,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,48,,Not included in poll,16536,Columbus Dispatch,2012-10-24,2012-11-03,Likely Voters,1501,Mail,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,45,4,1,16505,Grove Insight (D-Project New America/USAction),2012-11-01,2012-11-02,Likely Voters,500,Live Phone,Sponsor,Dem
2012-ohio-president-romney-vs-obama,47,45,4,3,16480,Ipsos/Reuters (Web),2012-10-31,2012-11-02,Likely Voters,1012,Internet,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,49,1,2,16469,Rasmussen,2012-11-01,2012-11-01,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,51,45,3,1,16489,NBC/WSJ/Marist,2012-10-31,2012-11-01,Likely Voters,971,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,47,3,1,16476,CNN,2012-10-30,2012-11-01,Likely Voters,796,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,46,,4,16475,We Ask America,2012-10-30,2012-11-01,Likely Voters,1649,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,46,49,,Not included in poll,16430,Wenzel Strategies (R-Citizens United),2012-10-30,2012-10-31,Likely Voters,1281,Live Phone,Sponsor,Rep
2012-ohio-president-romney-vs-obama,50,45,4,Not included in poll,16368,PPP (D-Health Care for America Now),2012-10-29,2012-10-30,Likely Voters,600,Automated Phone,Sponsor,Dem
2012-ohio-president-romney-vs-obama,50,44,5,Not included in poll,16402,JZ Analytics/Newsmax,2012-10-28,2012-10-30,Likely Voters,826,Internet,Sponsor,Rep
2012-ohio-president-romney-vs-obama,48,46,2,4,16373,The Ohio Poll/University of Cincinnati,2012-10-25,2012-10-30,Likely Voters,1141,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,46,3,3,16602,Pulse Opinion Research/Let Freedom Ring (R),2012-10-29,2012-10-29,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-ohio-president-romney-vs-obama,48,45,,Not included in poll,16338,Grove Insight (D-Project New America/USAction),2012-10-28,2012-10-29,Likely Voters,500,Live Phone,Sponsor,Dem
2012-ohio-president-romney-vs-obama,48,45,6,2,16347,SurveyUSA,2012-10-26,2012-10-29,Likely Voters,603,IVR/Online,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,50,1,1,16262,Rasmussen,2012-10-28,2012-10-28,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,46,5,Not included in poll,16327,Pharos Research Group,2012-10-26,2012-10-28,Likely Voters,765,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,51,47,2,Not included in poll,16253,PPP (D),2012-10-26,2012-10-28,Likely Voters,718,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,50,45,4,1,16349,Quinnipiac/NYT/CBS,2012-10-23,2012-10-28,Likely Voters,1100,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,49,2,Not included in poll,16254,Gravis Marketing,2012-10-27,2012-10-27,Likely Voters,730,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,44,7,Not included in poll,16313,Mellman (D-Americans United for Change),2012-10-23,2012-10-25,Likely Voters,600,Live Phone,Sponsor,Dem
2012-ohio-president-romney-vs-obama,50,46,4,1,16211,CNN,2012-10-23,2012-10-25,Likely Voters,741,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,46,44,8,1,16208,Purple Strategies,2012-10-23,2012-10-25,Likely Voters,600,IVR/Online,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,47,3,1,16190,ARG,2012-10-23,2012-10-25,Likely Voters,600,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,48,3,2,16100,Rasmussen,2012-10-23,2012-10-23,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,44,6,1,16122,Time,2012-10-22,2012-10-23,Likely Voters,742,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,46,44,9,Not included in poll,16121,Lake Research (D-USAction),2012-10-20,2012-10-23,Likely Voters,600,Live Phone,Sponsor,Dem
2012-ohio-president-romney-vs-obama,49,49,1,1,16234,Ohio Newspaper Organization/University of Cincinnati,2012-10-18,2012-10-23,Likely Voters,1015,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,44,6,2,16098,SurveyUSA,2012-10-20,2012-10-22,Likely Voters,609,IVR/Online,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,45,,Not included in poll,16251,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,810,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,47,5,3,16035,Suffolk,2012-10-18,2012-10-21,Likely Voters,600,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,48,,4,16008,Angus-Reid,2012-10-18,2012-10-20,Likely Voters,502,Internet,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,48,3,Not included in poll,15993,PPP (D),2012-10-18,2012-10-20,Likely Voters,523,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,50,45,3,1,16014,Quinnipiac/CBS,2012-10-17,2012-10-20,Likely Voters,1548,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,47,6,Not included in poll,15981,Gravis Marketing,2012-10-18,2012-10-19,Likely Voters,1943,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,46,43,10,1,15970,FOX,2012-10-17,2012-10-18,Likely Voters,1131,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,48,2,1,15908,Rasmussen,2012-10-17,2012-10-17,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,46,47,4,3,16033,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,2012-10-15,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-ohio-president-romney-vs-obama,45,42,9,3,15905,SurveyUSA,2012-10-12,2012-10-15,Likely Voters,613,IVR/Online,Nonpartisan,None
2012-ohio-president-romney-vs-obama,51,46,3,Not included in poll,15762,PPP (D),2012-10-12,2012-10-13,Likely Voters,880,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,50,46,2,2,15855,YouGov,2012-10-04,2012-10-11,Likely Voters,851,Internet,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,47,3,2,15697,Rasmussen,2012-10-10,2012-10-10,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,45,46,9,Not included in poll,15698,Gravis Marketing,2012-10-06,2012-10-10,Likely Voters,1313,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,51,45,4,1,15678,NBC/WSJ/Marist,2012-10-07,2012-10-09,Likely Voters,994,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,46,4,3,15723,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,2012-10-08,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-ohio-president-romney-vs-obama,45,44,8,3,15642,SurveyUSA,2012-10-05,2012-10-08,Likely Voters,808,IVR/Online,Nonpartisan,None
2012-ohio-president-romney-vs-obama,51,47,2,Not included in poll,15640,CNN,2012-10-05,2012-10-08,Likely Voters,722,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,48,4,1,15627,ARG,2012-10-05,2012-10-08,Likely Voters,600,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,48,5,Not included in poll,15588,Wenzel Strategies (R-Citizens United),2012-10-04,2012-10-05,Likely Voters,1072,Live Phone,Sponsor,Rep
2012-ohio-president-romney-vs-obama,50,49,1,1,15542,Rasmussen,2012-10-04,2012-10-04,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,46,47,6,1,15536,We Ask America,2012-10-04,2012-10-04,Likely Voters,1200,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,43,4,3,15726,Pulse Opinion Research/Let Freedom Ring (R),2012-10-01,2012-10-01,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-ohio-president-romney-vs-obama,51,43,4,1,15482,NBC/WSJ/Marist,2012-09-30,2012-10-01,Likely Voters,931,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,45,7,Not included in poll,15417,PPP (D),2012-09-27,2012-09-30,Likely Voters,897,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,51,42,,Not included in poll,15418,Columbus Dispatch,2012-09-19,2012-09-29,Likely Voters,1662,Mail,Nonpartisan,None
2012-ohio-president-romney-vs-obama,53,43,3,1,15314,Quinnipiac/NYT/CBS,2012-09-18,2012-09-24,Likely Voters,1162,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,52,44,2,2,15288,Washington Post,2012-09-19,2012-09-23,Likely Voters,759,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,45,44,10,Not included in poll,15298,Gravis Marketing,2012-09-21,2012-09-22,Likely Voters,594,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,44,8,Not included in poll,15201,Purple Strategies,2012-09-15,2012-09-19,Likely Voters,600,IVR/Online,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,42,7,3,15147,FOX,2012-09-16,2012-09-18,Likely Voters,1009,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,44,6,Not included in poll,15395,PPP (D)/NRDC,2012-09-14,2012-09-18,Likely Voters,2890,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,51,46,2,1,15247,Ohio Newspaper Organization/University of Cincinnati,2012-09-13,2012-09-18,Likely Voters,861,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,44,9,Not included in poll,15174,Caddell/McLaughlin (R)/Secure America Now,2012-09-13,2012-09-15,Likely Voters,600,Live Phone,Pollster,Rep
2012-ohio-president-romney-vs-obama,47,44,2,6,15179,YouGov,2012-09-07,2012-09-14,Likely Voters,1036,Internet,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,46,3,3,15017,Rasmussen,2012-09-12,2012-09-12,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,47,4,1,15009,ARG,2012-09-10,2012-09-12,Likely Voters,600,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,43,6,1,15030,NBC/WSJ/Marist,2012-09-09,2012-09-11,Likely Voters,979,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,45,5,Not included in poll,14939,PPP (D),2012-09-07,2012-09-09,Likely Voters,1072,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,47,43,10,Not included in poll,14964,Gravis Marketing,2012-09-07,2012-09-08,Likely Voters,1548,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,44,47,10,Not included in poll,14894,Gravis Marketing,2012-09-02,2012-09-02,Registered Voters,1381,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,45,44,10,Not included in poll,14834,Gravis Marketing,2012-08-27,2012-08-27,Likely Voters,1397,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,45,45,,Not included in poll,14785,Columbus Dispatch,2012-08-15,2012-08-25,Likely Voters,1758,Mail,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,44,4,2,14741,Quinnipiac/NYT/CBS,2012-08-21,2012-08-21,Likely Voters,1253,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,46,2,2,14742,The Ohio Poll/University of Cincinnati,2012-08-16,2012-08-21,Likely Voters,808,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,44,46,10,Not included in poll,14667,Purple Strategies,2012-08-13,2012-08-14,Likely Voters,600,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,45,45,4,6,14648,Rasmussen,2012-08-13,2012-08-13,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,45,6,Not included in poll,14651,PPP (D),2012-08-09,2012-08-12,Likely Voters,961,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,50,44,4,1,14520,Quinnipiac/NYT/CBS,2012-07-24,2012-07-30,Likely Voters,1193,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,40,10,2,14470,We Ask America,2012-07-24,2012-07-24,Likely Voters,1115,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,45,43,3,9,14492,Magellan (R-Opportunity Ohio),2012-07-23,2012-07-24,Likely Voters,597,Automated Phone,Pollster,Rep
2012-ohio-president-romney-vs-obama,47,45,4,5,14394,Rasmussen,2012-07-18,2012-07-18,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,45,7,Not included in poll,14357,Purple Strategies,2012-07-09,2012-07-13,Likely Voters,600,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,41,,Not included in poll,14322,Garin-Hart-Yang (D-Priorities USA),2012-06-25,2012-07-03,Likely Voters,805,Live Phone,Sponsor,Dem
2012-ohio-president-romney-vs-obama,47,38,12,3,14188,Quinnipiac,2012-06-19,2012-06-25,Registered Voters,1237,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,44,9,Not included in poll,14177,PPP (D),2012-06-21,2012-06-24,Likely Voters,673,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,45,48,8,Not included in poll,14036,Purple Strategies,2012-05-31,2012-06-05,Likely Voters,600,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,44,46,5,6,13965,Rasmussen,2012-05-29,2012-05-29,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,42,8,2,13892,NBC/Marist,2012-05-17,2012-05-20,Registered Voters,1103,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,45,44,10,2,13724,Quinnipiac,2012-05-02,2012-05-07,Registered Voters,1069,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,43,8,Not included in poll,13708,PPP (D),2012-04-28,2012-05-06,Likely Voters,875,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,44,42,11,3,13676,Quinnipiac,2012-04-25,2012-05-01,Registered Voters,1130,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,44,7,Not included in poll,13619,Purple Strategies,2012-04-19,2012-04-23,Likely Voters,600,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,46,42,,Not included in poll,13578,Rasmussen,2012-04-18,2012-04-18,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,45,39,12,3,13571,FOX,2012-04-15,2012-04-17,Registered Voters,606,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,48,40,3,8,13371,Rasmussen,2012-03-26,2012-03-26,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,47,41,7,2,13369,Quinnipiac,2012-03-20,2012-03-26,Registered Voters,1246,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,50,38,12,Not included in poll,13107,NBC/Marist,2012-02-29,2012-03-02,Registered Voters,1573,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,38,44,9,2,13147,FOX,2012-02-11,2012-02-13,Likely Voters,505,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,46,44,7,1,13148,Quinnipiac,2012-02-07,2012-02-12,Registered Voters,1421,Live Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,45,41,4,10,12834,Rasmussen,2012-02-08,2012-02-08,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-ohio-president-romney-vs-obama,49,42,9,Not included in poll,12696,PPP (D),2012-01-28,2012-01-29,Likely Voters,820,Automated Phone,Pollster,Dem
2012-ohio-president-romney-vs-obama,44,42,8,3,12500,Quinnipiac,2012-01-09,2012-01-16,Registered Voters,1610,Live Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,46,50,4,Not included in poll,16621,Gravis Marketing,2012-11-04,2012-11-04,Likely Voters,1130,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,49,49,1,Not included in poll,16613,PPP (D),2012-11-03,2012-11-04,Likely Voters,926,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,47,49,3,1,16572,YouGov,2012-10-31,2012-11-03,Likely Voters,1500,Internet,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,49,49,1,Not included in poll,16377,PPP (D),2012-10-29,2012-10-31,Likely Voters,730,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,45,46,9,Not included in poll,16426,High Point University,2012-10-22,2012-10-30,Registered Voters,403,Live Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,45,50,3,2,16356,SurveyUSA,2012-10-27,2012-10-29,Likely Voters,682,IVR/Online,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,45,45,9,Not included in poll,16267,Elon,2012-10-21,2012-10-26,Likely Voters,1238,Live Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,46,52,1,1,16217,Rasmussen,2012-10-25,2012-10-25,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,48,48,4,Not included in poll,16162,PPP (D),2012-10-23,2012-10-25,Likely Voters,880,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,45,53,3,Not included in poll,16198,Gravis Marketing,2012-10-24,2012-10-24,Likely Voters,1723,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,47,44,7,2,16232,Grove Insight (D-Project New America),2012-10-23,2012-10-24,Likely Voters,500,Live Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,47,48,5,Not included in poll,16195,Civitas (R) / National Research (R),2012-10-20,2012-10-21,Likely Voters,600,Live Phone,Pollster,Rep
2012-north-carolina-president-romney-vs-obama,47,44,,Not included in poll,15957,Grove Insight (D-Project New America),2012-10-17,2012-10-18,Likely Voters,500,Live Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,46,52,1,Not included in poll,15918,Rasmussen,2012-10-17,2012-10-17,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,47,49,4,Not included in poll,15775,PPP (D),2012-10-12,2012-10-14,Likely Voters,1084,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,45,49,,Not included in poll,15986,Tel Opinion Research (R-North Carolina Republican Party),2012-10-12,2012-10-13,Likely Voters,600,Live Phone,Sponsor,Rep
2012-north-carolina-president-romney-vs-obama,48,49,2,1,15843,YouGov,2012-10-04,2012-10-11,Likely Voters,810,Internet,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,46,45,7,2,15757,High Point University/UNC,2012-09-29,2012-10-10,Registered Voters,605,Live Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,48,51,1,1,15701,Rasmussen,2012-10-09,2012-10-09,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,41,50,9,Not included in poll,15630,Gravis Marketing,2012-10-06,2012-10-08,Likely Voters,1325,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,47,51,1,1,15490,Rasmussen,2012-10-02,2012-10-02,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,49,47,2,2,15477,SurveyUSA,2012-09-29,2012-10-01,Likely Voters,573,IVR/Online,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,46,50,3,1,15433,ARG,2012-09-28,2012-09-30,Likely Voters,600,Live Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,48,48,4,Not included in poll,15416,PPP (D),2012-09-27,2012-09-30,Likely Voters,981,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,48,46,5,1,15369,NBC/WSJ/Marist,2012-09-23,2012-09-25,Likely Voters,1035,Live Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,49,45,7,Not included in poll,15268,Civitas (R) / National Research (R),2012-09-18,2012-09-19,Registered Voters,600,Live Phone,Pollster,Rep
2012-north-carolina-president-romney-vs-obama,48,46,6,Not included in poll,15205,Purple Strategies,2012-09-15,2012-09-19,Likely Voters,600,IVR/Online,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,46,43,9,3,15198,High Point University/Fox 8,2012-09-08,2012-09-18,Registered Voters,448,Live Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,46,48,4,2,15154,YouGov,2012-09-07,2012-09-14,Likely Voters,1060,Internet,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,45,51,3,1,15034,Rasmussen,2012-09-13,2012-09-13,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,49,48,3,Not included in poll,14940,PPP (D),2012-09-07,2012-09-09,Likely Voters,1087,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,43,53,1,3,14948,Civitas (R) / SurveyUSA,2012-09-04,2012-09-06,Registered Voters,500,Automated Phone,Pollster,Rep
2012-north-carolina-president-romney-vs-obama,48,48,4,Not included in poll,14869,PPP (D),2012-08-31,2012-09-02,Likely Voters,1012,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,43,46,6,5,14876,High Point University/SurveyUSA,2012-08-26,2012-08-30,Registered Voters,543,IVR/Online,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,43,47,6,3,14878,Elon,2012-08-25,2012-08-30,Likely Voters,1089,Live Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,47,48,3,1,14801,CNN/Time/ORC,2012-08-22,2012-08-26,Likely Voters,766,Live Phone,Nonpartisan,None
