poll_info,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation
2012-montana-president-romney-vs-obama,45,52,3,Not included in poll,16561,PPP (D),2012-11-02,2012-11-03,Likely Voters,836,Automated Phone,Pollster,Dem
2012-montana-president-romney-vs-obama,43,53,2,2,16553,The Lee Newspapers Poll/Mason-Dixon,2012-10-29,2012-10-31,Likely Voters,625,Live Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,43,53,4,1,16552,Rasmussen,2012-10-29,2012-10-29,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,43,50,,Not included in poll,16326,Pharos Research Group,2012-10-26,2012-10-28,Likely Voters,799,Live Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,41,48,,Not included in poll,16247,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,828,Live Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,43,53,4,Not included in poll,15896,PPP (D-LCV),2012-10-15,2012-10-16,Likely Voters,806,Automated Phone,Sponsor,Dem
2012-montana-president-romney-vs-obama,45,53,1,1,15867,Rasmussen,2012-10-14,2012-10-14,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,41,52,6,Not included in poll,15671,PPP (D),2012-10-08,2012-10-10,Likely Voters,737,Automated Phone,Pollster,Dem
2012-montana-president-romney-vs-obama,35,49,10,6,15695,MSU-Billings,2012-09-27,2012-09-30,Adults,477,Live Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,44,48,,Not included in poll,15591,Mellman (D-Montana JET PAC),2012-09-23,2012-09-26,Likely Voters,600,Live Phone,Sponsor,Dem
2012-montana-president-romney-vs-obama,42,51,5,2,15263,The Lee Newspapers Poll/Mason-Dixon,2012-09-17,2012-09-19,Likely Voters,625,Live Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,45,50,5,Not included in poll,14987,PPP (D),2012-09-10,2012-09-11,Likely Voters,656,Automated Phone,Pollster,Dem
2012-montana-president-romney-vs-obama,38,55,4,4,14724,Rasmussen,2012-08-20,2012-08-20,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,42,51,2,5,14135,Rasmussen,2012-06-18,2012-06-18,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,44,51,1,3,13690,Rasmussen,2012-05-02,2012-05-02,Likely Voters,450,Automated Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,43,48,9,Not included in poll,13673,PPP (D),2012-04-26,2012-04-29,Likely Voters,934,Automated Phone,Pollster,Dem
2012-montana-president-romney-vs-obama,40,49,2,9,13431,Rasmussen,2012-04-02,2012-04-02,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-montana-president-romney-vs-obama,41,48,4,7,13144,Rasmussen,2012-02-22,2012-02-22,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,57,37,4,1,16609,UMass Lowell/Herald,2012-10-31,2012-11-03,Likely Voters,800,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,57,37,3,3,16576,YouGov,2012-10-31,2012-11-03,Likely Voters,811,Internet,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,57,42,2,Not included in poll,16484,PPP (D),2012-11-01,2012-11-02,Likely Voters,1089,Automated Phone,Pollster,Dem
2012-massachusetts-president-romney-vs-obama,58,40,2,Not included in poll,16543,WNEU/MassLive.com,2012-10-26,2012-11-01,Likely Voters,535,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,63,31,3,2,16332,Suffolk,2012-10-25,2012-10-28,Likely Voters,600,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,52,38,,Not included in poll,16276,Boston Globe/UNH,2012-10-24,2012-10-28,Likely Voters,583,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,59,40,1,Not included in poll,16361,Rasmussen,2012-10-25,2012-10-25,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,56,36,7,2,16103,MassINC/WBUR,2012-10-21,2012-10-22,Likely Voters,516,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,55,39,6,Not included in poll,16034,Kimball Political Consulting (R),2012-10-18,2012-10-21,Likely Voters,761,Automated Phone,Pollster,Rep
2012-massachusetts-president-romney-vs-obama,57,39,,Not included in poll,15898,PPP (D-LCV),2012-10-15,2012-10-16,Likely Voters,709,Automated Phone,Sponsor,Dem
2012-massachusetts-president-romney-vs-obama,55,41,4,Not included in poll,15712,PPP (D),2012-10-09,2012-10-11,Likely Voters,1051,Automated Phone,Pollster,Dem
2012-massachusetts-president-romney-vs-obama,55,36,5,4,15854,YouGov,2012-10-04,2012-10-11,Likely Voters,669,Internet,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,57,42,1,Not included in poll,15831,Rasmussen,2012-10-10,2012-10-10,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,55,34,9,2,15638,UMass Amherst/YouGov,2012-10-02,2012-10-08,Likely Voters,437,Internet,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,52,36,10,2,15620,MassINC/WBUR,2012-10-05,2012-10-07,Likely Voters,501,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,60,34,7,Not included in poll,15510,Mass Insight/Opinion Dynamics,2012-09-25,2012-09-30,Registered Voters,405,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,57,30,11,2,15413,Boston Globe/UNH,2012-09-21,2012-09-27,Likely Voters,502,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,55,40,2,3,15329,Rasmussen,2012-09-24,2012-09-24,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,60,36,5,Not included in poll,15145,UMass Lowell/Herald,2012-09-13,2012-09-17,Likely Voters,497,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,57,39,4,Not included in poll,15111,PPP (D),2012-09-13,2012-09-16,Likely Voters,876,Automated Phone,Pollster,Dem
2012-massachusetts-president-romney-vs-obama,64,31,4,3,15092,Suffolk,2012-09-13,2012-09-16,Likely Voters,600,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,55,39,4,3,15222,YouGov,2012-09-07,2012-09-14,Likely Voters,825,Internet,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,60,38,3,Not included in poll,15101,WNEU/MassLive.com,2012-09-06,2012-09-13,Likely Voters,444,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,56,40,9,Not included in poll,14954,Kimball Political Consulting (R),2012-09-07,2012-09-09,Likely Voters,756,Automated Phone,Pollster,Rep
2012-massachusetts-president-romney-vs-obama,52,41,7,Not included in poll,14792,Kimball Political Consulting (R),2012-08-21,2012-08-21,Likely Voters,592,Automated Phone,Pollster,Rep
2012-massachusetts-president-romney-vs-obama,55,39,6,Not included in poll,14738,PPP (D),2012-08-16,2012-08-19,Likely Voters,1115,Automated Phone,Pollster,Dem
2012-massachusetts-president-romney-vs-obama,55,39,6,Not included in poll,14195,PPP (D),2012-06-22,2012-06-24,Likely Voters,902,Automated Phone,Pollster,Dem
2012-massachusetts-president-romney-vs-obama,56,34,9,Not included in poll,13986,WNEU/MassLive.com,2012-05-29,2012-05-31,Registered Voters,504,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,46,34,19,Not included in poll,13985,Boston Globe/UNH,2012-05-25,2012-05-31,Likely Voters,651,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,59,34,5,1,13887,Suffolk,2012-05-20,2012-05-22,Likely Voters,600,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,56,35,2,6,13718,Rasmussen,2012-05-07,2012-05-07,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,51,40,6,3,13505,Rasmussen,2012-04-09,2012-04-09,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,49,33,16,Not included in poll,13398,Boston Globe/UNH,2012-03-21,2012-03-27,Likely Voters,544,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,58,35,7,Not included in poll,13260,PPP (D),2012-03-16,2012-03-18,Registered Voters,936,Automated Phone,Pollster,Dem
2012-massachusetts-president-romney-vs-obama,60,36,4,Not included in poll,13112,WNEU,2012-02-23,2012-03-01,Registered Voters,527,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,55,38,3,4,13095,Rasmussen,2012-02-29,2012-02-29,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,53,39,6,2,12946,Suffolk,2012-02-11,2012-02-15,Registered Voters,600,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,55,34,7,1,12944,MassINC,2012-02-06,2012-02-09,Likely Voters,503,Live Phone,Nonpartisan,None
2012-massachusetts-president-romney-vs-obama,53,35,,Not included in poll,13451,Mass Insight/Opinion Dynamics,2012-01-31,2012-02-04,Registered Voters,456,Live Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,53,42,3,2,16680,MPRC,2012-11-01,2012-11-03,Likely Voters,905,Automated Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,55,42,2,Not included in poll,16486,PPP (D),2012-11-01,2012-11-02,Likely Voters,1633,Automated Phone,Pollster,Dem
2012-maine-president-romney-vs-obama,49,42,6,2,16531,Critical Insights,2012-10-30,2012-10-31,Likely Voters,613,Live Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,48,44,,Not included in poll,15791,NMB (R-American Crossroads),2012-10-07,2012-10-08,Likely Voters,500,Live Phone,Sponsor,Rep
2012-maine-president-romney-vs-obama,51,37,10,3,15659,Pan Atlantic SMS Group,2012-09-24,2012-09-28,Likely Voters,400,Live Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,52,40,4,4,15376,Rasmussen,2012-09-25,2012-09-25,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,55,39,7,Not included in poll,15138,PPP (D),2012-09-17,2012-09-18,Likely Voters,804,Automated Phone,Pollster,Dem
2012-maine-president-romney-vs-obama,54,37,7,2,15133,MPRC/Maine People's Alliance (D),2012-09-15,2012-09-17,Likely Voters,856,Automated Phone,Sponsor,Dem
2012-maine-president-romney-vs-obama,52,36,,Not included in poll,15430,Critical Insights,2012-09-12,2012-09-16,Likely Voters,618,Live Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,49,35,13,Not included in poll,14297,Critical Insights,2012-06-20,2012-06-25,Registered Voters,615,Live Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,48,34,13,4,14106,MassINC,2012-06-13,2012-06-14,Likely Voters,506,Live Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,50,42,,Not included in poll,13781,Critical Insights,2012-05-02,2012-05-07,Registered Voters,600,Live Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,55,37,9,Not included in poll,13495,MPRC,2012-03-31,2012-04-02,Registered Voters,993,Automated Phone,Nonpartisan,None
2012-maine-president-romney-vs-obama,58,35,7,Not included in poll,13447,PPP (D),2012-03-02,2012-03-04,Registered Voters,1256,Automated Phone,Pollster,Dem
2012-indiana-president-romney-vs-obama,44,51,4,2,16590,YouGov,2012-10-31,2012-11-03,Likely Voters,768,Internet,Nonpartisan,None
2012-indiana-president-romney-vs-obama,43,52,4,1,16551,Rasmussen,2012-11-01,2012-11-01,Likely Voters,600,Mixed,Nonpartisan,None
2012-indiana-president-romney-vs-obama,41,54,5,Not included in poll,16446,McLaughlin (R-Mourdock),2012-10-31,2012-11-01,Likely Voters,600,Live Phone,Sponsor,Rep
2012-indiana-president-romney-vs-obama,39,57,4,Not included in poll,16372,McLaughlin (R-Mourdock),2012-10-29,2012-10-30,Likely Voters,600,Live Phone,Sponsor,Rep
2012-indiana-president-romney-vs-obama,42,55,,Not included in poll,16323,Pharos Research Group,2012-10-26,2012-10-28,Likely Voters,753,Live Phone,Nonpartisan,None
2012-indiana-president-romney-vs-obama,41,55,4,Not included in poll,16187,McLaughlin (R-Mourdock),2012-10-24,2012-10-25,Likely Voters,600,Live Phone,Sponsor,Rep
2012-indiana-president-romney-vs-obama,41,54,4,1,15830,Rasmussen,2012-10-10,2012-10-11,Likely Voters,600,Mixed,Nonpartisan,None
2012-indiana-president-romney-vs-obama,41,53,3,2,15863,YouGov,2012-10-04,2012-10-11,Likely Voters,494,Internet,Nonpartisan,None
2012-indiana-president-romney-vs-obama,40,52,,Not included in poll,15346,Howey-Depauw,2012-09-19,2012-09-23,Likely Voters,800,Live Phone,Nonpartisan,None
2012-indiana-president-romney-vs-obama,45,50,3,2,15223,YouGov,2012-09-07,2012-09-14,Likely Voters,658,Internet,Nonpartisan,None
2012-indiana-president-romney-vs-obama,41,47,,Not included in poll,15080,Global Strategy Group (D-Donnelly),2012-09-10,2012-09-12,Likely Voters,800,Live Phone,Sponsor,Dem
2012-indiana-president-romney-vs-obama,35,51,11,3,14601,Rasmussen,2012-07-31,2012-08-01,Likely Voters,400,Mixed,Nonpartisan,None
2012-indiana-president-romney-vs-obama,42,48,5,5,13924,Rasmussen,2012-05-23,2012-05-24,Likely Voters,600,Internet,Nonpartisan,None
2012-indiana-president-romney-vs-obama,40,49,,Not included in poll,13470,Howey-Depauw,2012-03-26,2012-03-28,Likely Voters,503,Live Phone,Nonpartisan,None
2012-illinois-president-romney-vs-obama,57,38,3,2,16574,YouGov,2012-10-31,2012-11-03,Likely Voters,1126,Internet,Nonpartisan,None
2012-illinois-president-romney-vs-obama,57,41,,2,16359,We Ask America,2012-10-30,2012-10-30,Likely Voters,1198,Automated Phone,Nonpartisan,None
2012-illinois-president-romney-vs-obama,58,38,3,1,15851,YouGov,2012-10-04,2012-10-11,Likely Voters,849,Internet,Nonpartisan,None
2012-illinois-president-romney-vs-obama,55,36,5,4,15708,Chicago Tribune/WGN,2012-10-04,2012-10-08,Likely Voters,700,Live Phone,Nonpartisan,None
2012-illinois-president-romney-vs-obama,59,36,3,2,15228,YouGov,2012-09-07,2012-09-14,Likely Voters,1068,Internet,Nonpartisan,None
2012-illinois-president-romney-vs-obama,47,34,16,3,15079,Southern Illinois U,2012-09-04,2012-09-10,Registered Voters,1261,Live Phone,Nonpartisan,None
2012-illinois-president-romney-vs-obama,54,37,6,3,14961,We Ask America,2012-09-05,2012-09-05,Likely Voters,1382,Automated Phone,Nonpartisan,None
2012-illinois-president-romney-vs-obama,55,29,16,Not included in poll,14839,Ipsos/Crain's Business Journal,2012-08-17,2012-08-23,Adults,600,Internet,Nonpartisan,None
2012-illinois-president-romney-vs-obama,51,31,14,Not included in poll,14473,Ipsos/Crain's Business Journal,2012-07-16,2012-07-22,Adults,600,Internet,Nonpartisan,None
2012-illinois-president-romney-vs-obama,56,35,9,Not included in poll,13446,Chicago Tribune,2012-02-02,2012-02-06,Registered Voters,600,Live Phone,Nonpartisan,None
2012-georgia-president-romney-vs-obama,44,52,2,1,16589,YouGov,2012-10-31,2012-11-03,Likely Voters,1070,Internet,Nonpartisan,None
2012-georgia-president-romney-vs-obama,46,52,1,1,16444,20/20 Insight (D-Better Georgia),2012-10-29,2012-10-31,Likely Voters,1316,Automated Phone,Sponsor,Dem
2012-georgia-president-romney-vs-obama,44,52,2,2,16316,SurveyUSA,2012-10-25,2012-10-28,Likely Voters,574,IVR/Online,Nonpartisan,None
2012-georgia-president-romney-vs-obama,43,51,5,Not included in poll,15770,Abt SRBI Inc/Atlanta Journal-Constitution,2012-10-08,2012-10-11,Likely Voters,706,Live Phone,Nonpartisan,None
2012-georgia-president-romney-vs-obama,44,52,3,1,15862,YouGov,2012-10-04,2012-10-11,Likely Voters,776,Internet,Nonpartisan,None
2012-georgia-president-romney-vs-obama,35,56,7,2,15184,InsiderAdvantage/Fox 5 Atlanta,2012-09-18,2012-09-18,Likely Voters,483,Live Phone,Nonpartisan,None
2012-georgia-president-romney-vs-obama,44,51,3,2,15224,YouGov,2012-09-07,2012-09-14,Likely Voters,1020,Internet,Nonpartisan,None
2012-georgia-president-romney-vs-obama,46,49,4,1,14730,20/20 Insight (D-Better Georgia),2012-08-15,2012-08-18,Likely Voters,1158,Automated Phone,Sponsor,Dem
2012-georgia-president-romney-vs-obama,40,52,8,Not included in poll,13912,InsiderAdvantage,2012-05-22,2012-05-22,Likely Voters,438,Automated Phone,Nonpartisan,None
2012-georgia-president-romney-vs-obama,40,51,,Not included in poll,13782,Landmark/Rosetta Stone,2012-05-10,2012-05-10,Registered Voters,600,Automated Phone,Pollster,Rep
2012-georgia-president-romney-vs-obama,42,49,8,Not included in poll,13060,SurveyUSA,2012-02-23,2012-02-26,Registered Voters,1156,IVR/Online,Nonpartisan,None
2012-georgia-president-romney-vs-obama,43,51,6,Not included in poll,13073,SurveyUSA,2012-02-01,2012-02-02,Registered Voters,1144,IVR/Online,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,54,39,5,2,16571,YouGov,2012-10-31,2012-11-03,Likely Voters,895,Internet,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,55,42,3,Not included in poll,16485,PPP (D),2012-11-01,2012-11-02,Likely Voters,1220,Automated Phone,Pollster,Dem
2012-connecticut-president-romney-vs-obama,55,41,4,Not included in poll,16104,Quinnipiac,2012-10-19,2012-10-22,Likely Voters,1412,Live Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,52,45,2,1,16092,Rasmussen,2012-10-21,2012-10-21,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,53,40,4,3,16063,SurveyUSA/WABC-TV,2012-10-19,2012-10-21,Likely Voters,575,IVR/Online,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,49,42,,Not included in poll,16168,Mason-Dixon,2012-10-15,2012-10-17,Likely Voters,625,Live Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,53,44,4,Not included in poll,15928,PPP (D-LCV),2012-10-15,2012-10-16,Likely Voters,1015,Automated Phone,Sponsor,Dem
2012-connecticut-president-romney-vs-obama,51,37,,Not included in poll,15912,UConn/Hartford Courant,2012-10-11,2012-10-16,Likely Voters,574,Live Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,53,38,7,Not included in poll,15869,Siena,2012-10-04,2012-10-14,Likely Voters,552,Live Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,53,39,5,3,15859,YouGov,2012-10-04,2012-10-11,Likely Voters,434,Internet,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,51,45,3,1,15637,Rasmussen,2012-10-07,2012-10-07,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,54,42,4,Not included in poll,15513,Quinnipiac,2012-09-28,2012-10-02,Likely Voters,1696,Live Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,54,41,5,Not included in poll,15355,PPP (D),2012-09-24,2012-09-26,Likely Voters,801,Automated Phone,Pollster,Dem
2012-connecticut-president-romney-vs-obama,53,32,12,Not included in poll,15150,UConn/Hartford Courant,2012-09-11,2012-09-16,Likely Voters,508,Live Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,53,40,5,2,15189,YouGov,2012-09-07,2012-09-14,Likely Voters,634,Internet,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,52,45,2,Not included in poll,14806,Quinnipiac,2012-08-22,2012-08-26,Likely Voters,-1,Live Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,53,40,7,Not included in poll,14822,PPP (D-League of Conservation Voters),2012-08-22,2012-08-23,Likely Voters,881,Automated Phone,Sponsor,Dem
2012-connecticut-president-romney-vs-obama,51,43,3,3,14754,Rasmussen,2012-08-21,2012-08-21,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,51,43,6,Not included in poll,14536,PPP (D),2012-07-26,2012-07-29,Likely Voters,771,Automated Phone,Pollster,Dem
2012-connecticut-president-romney-vs-obama,50,38,10,2,14016,Quinnipiac,2012-05-29,2012-06-03,Registered Voters,1408,Live Phone,Nonpartisan,None
2012-connecticut-president-romney-vs-obama,53,37,6,1,13292,Quinnipiac,2012-03-14,2012-03-19,Registered Voters,1622,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,55,40,2,3,16569,YouGov,2012-10-31,2012-11-03,Likely Voters,1575,Internet,Nonpartisan,None
2012-california-president-romney-vs-obama,54,39,5,2,16496,Field/UC Berkeley,2012-10-17,2012-10-30,Likely Voters,1566,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,56,33,7,4,16376,CBRT/Pepperdine/M4,2012-10-21,2012-10-28,Likely Voters,2115,Internet,Nonpartisan,None
2012-california-president-romney-vs-obama,55,39,2,Not included in poll,16136,USC/LATimes,2012-10-15,2012-10-21,Likely Voters,1440,Live Phone,Pollster,Dem
2012-california-president-romney-vs-obama,53,41,4,2,16165,PPIC,2012-10-14,2012-10-21,Likely Voters,993,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,53,38,5,4,15948,Reason/Rupe,2012-10-11,2012-10-15,Likely Voters,508,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,58,39,1,2,15849,YouGov,2012-10-04,2012-10-11,Likely Voters,1169,Internet,Nonpartisan,None
2012-california-president-romney-vs-obama,54,33,9,4,15722,CBRT/Pepperdine/M4,2012-10-07,2012-10-10,Likely Voters,830,Internet,Nonpartisan,None
2012-california-president-romney-vs-obama,53,39,4,4,15694,SurveyUSA,2012-10-07,2012-10-09,Likely Voters,539,IVR/Online,Nonpartisan,None
2012-california-president-romney-vs-obama,58,34,6,2,15140,Field/UC Berkeley,2012-09-05,2012-09-17,Likely Voters,891,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,53,39,6,2,15221,PPIC,2012-09-09,2012-09-16,Likely Voters,995,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,56,39,2,3,15220,YouGov,2012-09-07,2012-09-14,Likely Voters,1361,Internet,Nonpartisan,None
2012-california-president-romney-vs-obama,55,33,7,4,15037,CBRT/Pepperdine/M4,2012-09-09,2012-09-12,Likely Voters,802,Internet,Nonpartisan,None
2012-california-president-romney-vs-obama,57,35,3,4,14994,SurveyUSA,2012-09-09,2012-09-11,Likely Voters,524,IVR/Online,Nonpartisan,None
2012-california-president-romney-vs-obama,56,33,8,4,14761,PACE/USC,2012-08-03,2012-08-07,Likely Voters,1041,Live Phone,Pollster,Dem
2012-california-president-romney-vs-obama,52,33,10,5,14419,CBRT/Pepperdine/M4,2012-07-16,2012-07-17,Likely Voters,812,Internet,Nonpartisan,None
2012-california-president-romney-vs-obama,55,37,5,3,14260,Field,2012-06-21,2012-07-02,Likely Voters,848,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,57,36,7,Not included in poll,13975,SurveyUSA,2012-05-27,2012-05-29,Registered Voters,1575,IVR/Online,Nonpartisan,None
2012-california-president-romney-vs-obama,48,32,17,Not included in poll,13976,Field,2012-05-21,2012-05-29,Registered Voters,710,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,56,37,2,Not included in poll,13908,USC/LATimes,2012-05-17,2012-05-21,Registered Voters,1002,Live Phone,Pollster,Dem
2012-california-president-romney-vs-obama,50,39,8,3,13907,PPIC,2012-05-14,2012-05-20,Likely Voters,894,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,62,31,8,Not included in poll,13427,SurveyUSA,2012-03-29,2012-04-02,Registered Voters,1995,IVR/Online,Nonpartisan,None
2012-california-president-romney-vs-obama,57,36,,Not included in poll,13359,USC/LATimes,2012-03-14,2012-03-19,Registered Voters,1500,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,55,35,10,Not included in poll,13138,Field,2012-02-11,2012-02-18,Registered Voters,1003,Live Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,57,35,4,4,13137,Rasmussen,2012-02-08,2012-02-16,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-california-president-romney-vs-obama,60,31,9,Not included in poll,13139,SurveyUSA,2012-02-08,2012-02-09,Registered Voters,2088,IVR/Online,Nonpartisan,None
2012-arkansas-president-romney-vs-obama,31,58,11,Not included in poll,16105,U of Arkansas,2012-10-09,2012-10-14,Likely Voters,642,Live Phone,Nonpartisan,None
2012-arkansas-president-romney-vs-obama,35,56,7,Not included in poll,15292,Hendrix College,2012-09-17,2012-09-17,Likely Voters,2228,Automated Phone,Nonpartisan,None
2012-arkansas-president-romney-vs-obama,33,57,11,Not included in poll,13437,Hendrix College,2012-03-26,2012-03-26,Likely Voters,759,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,48,1,Not included in poll,16530,PPP (D),2012-11-02,2012-11-03,Likely Voters,1256,Automated Phone,Pollster,Dem
2012-wisconsin-president-romney-vs-obama,53,46,,1,16648,Angus-Reid,2012-11-01,2012-11-03,Likely Voters,454,Internet,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,50,46,3,1,16588,YouGov,2012-10-31,2012-11-03,Likely Voters,1225,Internet,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,48,42,8,2,16503,Grove Insight (D-Project New America/USAction),2012-11-01,2012-11-02,Likely Voters,500,Live Phone,Sponsor,Dem
2012-wisconsin-president-romney-vs-obama,52,45,,4,16473,We Ask America,2012-10-30,2012-11-01,Likely Voters,1210,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,47,,Not included in poll,16431,Wenzel Strategies (R-Citizens United),2012-10-30,2012-10-31,Likely Voters,1074,Live Phone,Sponsor,Rep
2012-wisconsin-president-romney-vs-obama,49,48,2,1,16605,Pulse Opinion Research/Let Freedom Ring (R),2012-10-30,2012-10-30,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-wisconsin-president-romney-vs-obama,51,46,3,Not included in poll,16352,PPP (D-Health Care for America Now),2012-10-29,2012-10-30,Likely Voters,825,Automated Phone,Sponsor,Dem
2012-wisconsin-president-romney-vs-obama,49,49,2,Not included in poll,16423,Rasmussen,2012-10-29,2012-10-29,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,46,3,2,16397,NBC/WSJ/Marist,2012-10-28,2012-10-29,Likely Voters,1065,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,52,43,,Not included in poll,16432,St Norbert,2012-10-25,2012-10-29,Likely Voters,402,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,43,3,Not included in poll,16383,Marquette Law School,2012-10-25,2012-10-28,Likely Voters,1243,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,49,2,1,16185,Rasmussen,2012-10-25,2012-10-25,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,48,43,9,Not included in poll,16233,Grove Insight (D-Project New America),2012-10-24,2012-10-25,Likely Voters,500,Live Phone,Pollster,Dem
2012-wisconsin-president-romney-vs-obama,51,45,4,Not included in poll,16159,PPP (D-Health Care for America Now),2012-10-23,2012-10-24,Likely Voters,827,Automated Phone,Sponsor,Dem
2012-wisconsin-president-romney-vs-obama,51,46,,3,16021,Angus-Reid,2012-10-18,2012-10-20,Likely Voters,469,Internet,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,50,48,0,1,15960,Rasmussen,2012-10-18,2012-10-18,Likely Voters,500,Automated Phone,Nonpartisan,None
