poll_info,Trump,Clinton,Other,Undecided,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,Johnson,McMullin
2016-washington-d-c-president-trump-vs-clinton,7,85,6,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,310,Internet,Nonpartisan,None,NA,NA
2016-washington-d-c-president-trump-vs-clinton,6,92,Not included in poll,3,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,312,Internet,Nonpartisan,None,NA,NA
2016-washington-d-c-president-trump-vs-clinton,4,88,7,1,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,332,Internet,Nonpartisan,None,NA,NA
2016-washington-d-c-president-trump-vs-clinton,13,81,Not included in poll,6,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,310,Internet,Nonpartisan,None,NA,NA
2016-washington-d-c-president-trump-vs-clinton,5,88,5,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,504,Internet,Nonpartisan,None,NA,NA
2016-wyoming-president-trump-vs-clinton,67,28,Not included in poll,5,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,320,Internet,Nonpartisan,None,NA,NA
2016-wyoming-president-trump-vs-clinton,62,22,Not included in poll,4,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,251,Internet,Nonpartisan,None,NA,NA
2016-wyoming-president-trump-vs-clinton,65,30,Not included in poll,5,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,311,Internet,Nonpartisan,None,NA,NA
2016-wyoming-president-trump-vs-clinton,59,25,Not included in poll,5,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,361,Internet,Nonpartisan,None,NA,NA
2016-wyoming-president-trump-vs-clinton,54,19,Not included in poll,15,25602,DFM Research (D-Greene),2016-09-06,2016-09-11,Likely Voters,402,Live Phone,Sponsor,Dem,NA,NA
2016-wyoming-president-trump-vs-clinton,65,27,Not included in poll,8,25396,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,727,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,56,29,10,5,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,472,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,56,34,10,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,309,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,58,34,Not included in poll,8,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,422,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,58,27,12,3,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,321,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,59,36,5,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,311,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,61,29,9,1,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,379,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,54,41,Not included in poll,5,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,360,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,55,36,Not included in poll,9,26136,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,371,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,60,28,Not included in poll,12,25975,Garin-Hart-Yang (D-Reynolds),2016-09-13,2016-09-17,Likely Voters,500,Live Phone,Sponsor,Dem,NA,NA
2016-west-virginia-president-trump-vs-clinton,49,39,Not included in poll,12,25575,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,295,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,57,33,Not included in poll,10,25395,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,698,Internet,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,49,31,14,6,25325,R.L. Repass & Partners/MetroNews,2016-08-09,2016-08-28,Likely Voters,435,Mixed,Nonpartisan,None,NA,NA
2016-west-virginia-president-trump-vs-clinton,57,30,Not included in poll,13,24437,PPP (D),2016-04-29,2016-05-01,Likely Voters,1201,IVR/Online,Pollster,Dem,NA,NA
2016-west-virginia-president-trump-vs-clinton,53,30,Not included in poll,17,22627,Orion,2015-08-24,2015-08-25,Likely Voters,406,Live Phone,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,52,35,Not included in poll,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,988,Internet,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,56,38,Not included in poll,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,340,Internet,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,53,32,Not included in poll,15,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,350,Internet,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,52,32,Not included in poll,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,412,Internet,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,58,38,Not included in poll,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,334,Internet,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,52,33,Not included in poll,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,461,Internet,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,49,33,Not included in poll,18,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,386,Internet,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,48,32,Not included in poll,20,26119,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,356,Internet,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,51,32,Not included in poll,17,25559,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,267,Internet,Nonpartisan,None,NA,NA
2016-nebraska-president-trump-vs-clinton,49,38,Not included in poll,13,25377,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,983,Internet,Nonpartisan,None,NA,NA
2016-montana-president-trump-vs-clinton,52,30,Not included in poll,4,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,449,Internet,Nonpartisan,None,NA,NA
2016-montana-president-trump-vs-clinton,54,41,Not included in poll,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,339,Internet,Nonpartisan,None,NA,NA
2016-montana-president-trump-vs-clinton,49,36,Not included in poll,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,405,Internet,Nonpartisan,None,NA,NA
2016-montana-president-trump-vs-clinton,55,41,Not included in poll,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,340,Internet,Nonpartisan,None,NA,NA
2016-montana-president-trump-vs-clinton,52,35,Not included in poll,4,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,475,Internet,Nonpartisan,None,NA,NA
2016-montana-president-trump-vs-clinton,43,27,Not included in poll,20,26444,MSU-Billings,2016-10-03,2016-10-10,Adults,590,Live Phone,Nonpartisan,None,NA,NA
2016-montana-president-trump-vs-clinton,51,38,Not included in poll,12,25376,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,999,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,33,51,13,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1451,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,36,51,6,7,26816,Insights West,2016-11-04,2016-11-06,Likely Voters,402,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,39,56,6,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,328,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,38,47,Not included in poll,15,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,863,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,38,50,9,4,26738,SurveyUSA,2016-10-31,2016-11-02,Likely Voters,681,IVR/Online,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,34,53,11,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,745,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,43,53,4,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,327,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,34,51,12,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,687,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,39,53,Not included in poll,22,26512,KCTS 9/Crosscut/Washington,2016-10-06,2016-10-13,Likely Voters,750,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,37,47,Not included in poll,16,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,905,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,33,51,Not included in poll,16,26135,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,504,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,33,50,10,7,25991,Strategies 360 (D- KOMO News),2016-09-29,2016-10-03,Likely Voters,500,Live Phone,Sponsor,Dem,NA,NA
2016-washington-president-trump-vs-clinton,37,47,Not included in poll,16,25574,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,733,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,28,38,20,14,25627,Insights West,2016-09-12,2016-09-14,Likely Voters,505,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,37,53,Not included in poll,10,25394,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,722,Internet,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,24,43,11,22,25176,Elway,2016-08-09,2016-08-13,Registered Voters,500,Live Phone,Nonpartisan,None,NA,NA
2016-washington-president-trump-vs-clinton,37,49,Not included in poll,13,24698,PPP (D-Northwest Progressive Institute),2016-06-14,2016-06-15,Likely Voters,679,Automated Phone,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,50,42,Not included in poll,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,719,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,54,42,Not included in poll,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,330,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,53,36,Not included in poll,11,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,388,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,48,41,Not included in poll,3,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,648,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,55,42,Not included in poll,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,313,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,50,42,Not included in poll,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,704,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,49,41,Not included in poll,10,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,404,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,51,40,Not included in poll,9,26117,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,405,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,51,37,Not included in poll,12,25557,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,348,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,48,46,Not included in poll,6,25374,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,823,Internet,Nonpartisan,None,NA,NA
2016-mississippi-president-trump-vs-clinton,46,43,Not included in poll,11,24213,Mason-Dixon,2016-03-28,2016-03-30,Registered Voters,625,Live Phone,Nonpartisan,None,NA,NA
2016-vermont-president-trump-vs-clinton,25,61,12,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,454,Internet,Nonpartisan,None,NA,NA
2016-vermont-president-trump-vs-clinton,33,62,Not included in poll,5,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,305,Internet,Nonpartisan,None,NA,NA
2016-vermont-president-trump-vs-clinton,25,53,18,4,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,436,Internet,Nonpartisan,None,NA,NA
2016-vermont-president-trump-vs-clinton,34,63,Not included in poll,4,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,304,Internet,Nonpartisan,None,NA,NA
2016-vermont-president-trump-vs-clinton,23,54,20,3,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,446,Internet,Nonpartisan,None,NA,NA
2016-vermont-president-trump-vs-clinton,17,45,24,14,26269,Castleton University/VPR,2016-09-29,2016-10-14,Likely Voters,579,Live Phone,Nonpartisan,None,NA,NA
2016-vermont-president-trump-vs-clinton,28,56,Not included in poll,16,25393,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,550,Internet,Nonpartisan,None,NA,NA
2016-vermont-president-trump-vs-clinton,17,39,31,13,24982,Castleton University/VPR,2016-07-11,2016-07-23,Likely Voters,637,Live Phone,Nonpartisan,None,NA,NA
2016-massachusetts-president-trump-vs-clinton,30,56,4,4,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1378,Internet,Nonpartisan,None,6,NA
2016-massachusetts-president-trump-vs-clinton,37,59,4,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,330,Internet,Nonpartisan,None,NA,NA
2016-massachusetts-president-trump-vs-clinton,36,53,Not included in poll,11,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,512,Internet,Nonpartisan,None,NA,NA
2016-massachusetts-president-trump-vs-clinton,26,56,3,7,26699,WNEU,2016-10-23,2016-11-02,Likely Voters,417,Live Phone,Nonpartisan,None,8,NA
2016-massachusetts-president-trump-vs-clinton,29,58,4,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,796,Internet,Nonpartisan,None,7,NA
2016-massachusetts-president-trump-vs-clinton,39,58,3,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,325,Internet,Nonpartisan,None,NA,NA
2016-massachusetts-president-trump-vs-clinton,25,57,3,12,26505,Suffolk/Boston Globe,2016-10-24,2016-10-26,Likely Voters,500,Live Phone,Nonpartisan,None,4,NA
2016-massachusetts-president-trump-vs-clinton,28,61,3,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,675,Internet,Nonpartisan,None,6,NA
2016-massachusetts-president-trump-vs-clinton,28,54,5,6,26223,MassINC/WBUR,2016-10-13,2016-10-16,Likely Voters,502,Live Phone,Nonpartisan,None,7,NA
2016-massachusetts-president-trump-vs-clinton,30,49,Not included in poll,21,26114,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,904,Internet,Nonpartisan,None,NA,NA
2016-massachusetts-president-trump-vs-clinton,26,58,4,5,25988,WNEU,2016-09-24,2016-10-03,Likely Voters,403,Live Phone,Nonpartisan,None,7,NA
2016-massachusetts-president-trump-vs-clinton,34,47,6,5,25722,UMass Amherst/WBZ-TV/YouGov,2016-09-15,2016-09-20,Likely Voters,700,Internet,Nonpartisan,None,9,NA
2016-massachusetts-president-trump-vs-clinton,31,53,Not included in poll,16,25554,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,691,Internet,Nonpartisan,None,NA,NA
2016-massachusetts-president-trump-vs-clinton,28,54,7,3,25478,MassINC/WBUR,2016-09-07,2016-09-10,Likely Voters,506,Live Phone,Nonpartisan,None,9,NA
2016-massachusetts-president-trump-vs-clinton,33,56,Not included in poll,12,25372,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1167,Internet,Nonpartisan,None,NA,NA
2016-massachusetts-president-trump-vs-clinton,31,55,Not included in poll,14,24461,Suffolk/Boston Globe,2016-05-02,2016-05-05,Likely Voters,500,Live Phone,Nonpartisan,None,NA,NA
2016-massachusetts-president-trump-vs-clinton,26,62,Not included in poll,12,24252,WNEU,2016-04-01,2016-04-10,Registered Voters,497,Live Phone,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,49,41,8,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1433,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,55,39,6,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,339,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,50,36,Not included in poll,14,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,823,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,51,38,8,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,550,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,57,38,5,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,339,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,49,38,9,4,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,572,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,44,34,14,8,26285,ICITIZEN,2016-10-14,2016-10-17,Registered Voters,508,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,47,35,Not included in poll,18,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,799,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,49,34,Not included in poll,17,26131,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,800,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,48,36,7,10,25977,MTSU,2016-09-28,2016-10-02,Likely Voters,472,Live Phone,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,44,33,9,14,25987,Vanderbit/PSRA,2016-09-19,2016-10-02,Registered Voters,1000,Live Phone,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,50,26,Not included in poll,24,25570,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,578,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,55,37,Not included in poll,8,25391,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1021,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,49,33,Not included in poll,18,25047,ICITIZEN,2016-07-25,2016-07-27,Registered Voters,531,Internet,Nonpartisan,None,NA,NA
2016-tennessee-president-trump-vs-clinton,44,35,2,18,24520,Vanderbit/PSRA,2016-04-25,2016-05-11,Registered Voters,1001,Live Phone,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,52,38,6,4,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,982,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,55,40,5,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,329,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,52,36,Not included in poll,12,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,633,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,51,38,7,4,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,423,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,56,40,4,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,316,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,53,38,7,1,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,388,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,50,35,7,8,26486,Southern Media/Opinion Research,2016-10-19,2016-10-21,Likely Voters,500,Live Phone,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,43,40,10,7,26616,Lucid/The Times-Picayune,2016-10-15,2016-10-21,Likely Voters,614,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,49,35,10,6,26522,University of New Orleans,2016-10-15,2016-10-21,Likely Voters,603,Live Phone,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,54,34,3,9,26371,Mason-Dixon/FOX 8/Raycom,2016-10-17,2016-10-19,Likely Voters,625,Live Phone,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,45,38,5,12,26208,JMC Analytics (R-Fleming),2016-10-11,2016-10-15,Likely Voters,800,IVR/Live Phone,Sponsor,Rep,NA,NA
2016-louisiana-president-trump-vs-clinton,49,36,Not included in poll,15,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,644,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,51,36,Not included in poll,13,26111,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,631,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,45,35,8,13,25682,JMC Analytics (R),2016-09-22,2016-09-24,Likely Voters,905,IVR/Live Phone,Pollster,Rep,NA,NA
2016-louisiana-president-trump-vs-clinton,49,33,8,11,25605,Southern Media/Opinion Research,2016-09-15,2016-09-17,Likely Voters,500,Live Phone,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,54,34,Not included in poll,12,25551,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,511,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,46,40,8,6,25438,Anzalone (D-Democrats For Education Reform),2016-08-29,2016-09-01,Likely Voters,605,Live Phone,Sponsor,Dem,NA,NA
2016-louisiana-president-trump-vs-clinton,53,38,Not included in poll,8,25369,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,871,Internet,Nonpartisan,None,NA,NA
2016-louisiana-president-trump-vs-clinton,52,36,4,8,24470,JMC Analytics (R),2016-05-05,2016-05-06,Likely Voters,624,Automated Phone,Pollster,Rep,NA,NA
2016-louisiana-president-trump-vs-clinton,47,39,Not included in poll,,22846,Clarus/WWL-TV/The Advocate,2015-09-20,2015-09-23,Likely Voters,800,Live Phone,Nonpartisan,None,NA,NA
2016-south-dakota-president-trump-vs-clinton,53,32,Not included in poll,4,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,459,Internet,Nonpartisan,None,NA,NA
2016-south-dakota-president-trump-vs-clinton,55,40,Not included in poll,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,312,Internet,Nonpartisan,None,NA,NA
2016-south-dakota-president-trump-vs-clinton,53,27,Not included in poll,4,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,298,Internet,Nonpartisan,None,NA,NA
2016-south-dakota-president-trump-vs-clinton,56,40,Not included in poll,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,311,Internet,Nonpartisan,None,NA,NA
2016-south-dakota-president-trump-vs-clinton,52,32,Not included in poll,5,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,377,Internet,Nonpartisan,None,NA,NA
2016-south-dakota-president-trump-vs-clinton,44,37,Not included in poll,12,26434,Mason-Dixon,2016-10-18,2016-10-20,Likely Voters,400,Live Phone,Nonpartisan,None,NA,NA
2016-south-dakota-president-trump-vs-clinton,51,37,Not included in poll,11,25390,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,809,Internet,Nonpartisan,None,NA,NA
2016-rhode-island-president-trump-vs-clinton,36,48,Not included in poll,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,415,Internet,Nonpartisan,None,NA,NA
2016-rhode-island-president-trump-vs-clinton,37,59,Not included in poll,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,310,Internet,Nonpartisan,None,NA,NA
2016-rhode-island-president-trump-vs-clinton,36,49,Not included in poll,1,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,419,Internet,Nonpartisan,None,NA,NA
2016-rhode-island-president-trump-vs-clinton,40,57,Not included in poll,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,308,Internet,Nonpartisan,None,NA,NA
2016-rhode-island-president-trump-vs-clinton,37,49,Not included in poll,3,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,488,Internet,Nonpartisan,None,NA,NA
2016-rhode-island-president-trump-vs-clinton,40,50,Not included in poll,11,25388,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,625,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,54,35,Not included in poll,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1315,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,60,36,Not included in poll,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,328,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,58,38,Not included in poll,4,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,651,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,58,31,Not included in poll,1,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,424,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,59,37,Not included in poll,,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,324,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,56,32,Not included in poll,5,26594,Cygnal (RunSwitch PR),2016-10-26,2016-10-28,Likely Voters,811,Live Phone,Sponsor,Rep,NA,NA
2016-kentucky-president-trump-vs-clinton,60,29,Not included in poll,1,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,366,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,53,39,Not included in poll,8,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,576,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,57,37,Not included in poll,6,26110,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,627,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,54,35,Not included in poll,11,25550,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,716,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,57,34,Not included in poll,9,25368,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,732,Internet,Nonpartisan,None,NA,NA
2016-kentucky-president-trump-vs-clinton,42,45,Not included in poll,13,22299,PPP (D),2015-06-18,2015-06-21,Likely Voters,1108,IVR/Online,Pollster,Dem,NA,NA
2016-oregon-president-trump-vs-clinton,35,50,5,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1595,Internet,Nonpartisan,None,7,NA
2016-oregon-president-trump-vs-clinton,43,51,6,,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,319,Internet,Nonpartisan,None,NA,NA
2016-oregon-president-trump-vs-clinton,37,47,Not included in poll,16,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,636,Internet,Nonpartisan,None,NA,NA
